Plot Title: 10662647,,,,,,,,
#,"Date Time, GMT+06:00","Abs Pres, kPa (LGR S/N: 10662647, SEN S/N: 10662647)","Temp, °C (LGR S/N: 10662647, SEN S/N: 10662647)",Coupler Detached (LGR S/N: 10662647),Coupler Attached (LGR S/N: 10662647),Host Connected (LGR S/N: 10662647),Stopped (LGR S/N: 10662647),End Of File (LGR S/N: 10662647)
153,07/15/2023 08:00:00 PM,72.635,1.221,,,,,
154,07/15/2023 09:00:00 PM,72.488,1.003,,,,,
155,07/15/2023 10:00:00 PM,72.176,0.893,,,,,
156,07/15/2023 11:00:00 PM,72.051,1.003,,,,,
157,07/16/2023 12:00:00 AM,72,1.003,,,,,
158,07/16/2023 01:00:00 AM,71.935,1.003,,,,,
159,07/16/2023 02:00:00 AM,71.884,1.003,,,,,
160,07/16/2023 03:00:00 AM,71.794,1.003,,,,,
161,07/16/2023 04:00:00 AM,71.743,1.003,,,,,
162,07/16/2023 05:00:00 AM,71.675,0.893,,,,,
163,07/16/2023 06:00:00 AM,71.611,0.893,,,,,
164,07/16/2023 07:00:00 AM,71.525,1.003,,,,,
165,07/16/2023 08:00:00 AM,71.258,1.548,,,,,
166,07/16/2023 09:00:00 AM,70.911,2.41,,,,,
167,07/16/2023 10:00:00 AM,72.118,2.41,,,,,
168,07/16/2023 11:00:00 AM,73.354,2.088,,,,,
169,07/16/2023 12:00:00 PM,74.157,1.872,,,,,
170,07/16/2023 01:00:00 PM,74.585,1.548,,,,,
171,07/16/2023 02:00:00 PM,74.6,1.221,,,,,
172,07/16/2023 03:00:00 PM,75.873,1.221,,,,,
173,07/16/2023 04:00:00 PM,73.737,1.112,,,,,
174,07/16/2023 05:00:00 PM,73.582,1.112,,,,,
175,07/16/2023 06:00:00 PM,73.419,1.221,,,,,
176,07/16/2023 07:00:00 PM,73.325,1.112,,,,,
177,07/16/2023 08:00:00 PM,73.236,1.112,,,,,
178,07/16/2023 09:00:00 PM,73.088,0.893,,,,,
179,07/16/2023 10:00:00 PM,72.972,0.893,,,,,
180,07/16/2023 11:00:00 PM,72.837,1.112,,,,,
181,07/17/2023 12:00:00 AM,72.812,1.112,,,,,
182,07/17/2023 01:00:00 AM,72.786,1.112,,,,,
183,07/17/2023 02:00:00 AM,72.764,1.221,,,,,
184,07/17/2023 03:00:00 AM,72.754,1.33,,,,,
185,07/17/2023 04:00:00 AM,72.764,1.221,,,,,
186,07/17/2023 05:00:00 AM,72.715,1.33,,,,,
187,07/17/2023 06:00:00 AM,72.69,1.33,,,,,
188,07/17/2023 07:00:00 AM,72.642,1.439,,,,,
189,07/17/2023 08:00:00 AM,72.577,1.872,,,,,
190,07/17/2023 09:00:00 AM,72.882,1.764,,,,,
191,07/17/2023 10:00:00 AM,72.754,1.764,,,,,
192,07/17/2023 11:00:00 AM,73.168,1.439,,,,,
193,07/17/2023 12:00:00 PM,73.383,1.33,,,,,
194,07/17/2023 01:00:00 PM,73.566,1.439,,,,,
195,07/17/2023 02:00:00 PM,73.422,1.33,,,,,
196,07/17/2023 03:00:00 PM,73.708,1.439,,,,,
197,07/17/2023 04:00:00 PM,73.576,1.33,,,,,
198,07/17/2023 05:00:00 PM,73.669,1.003,,,,,
199,07/17/2023 06:00:00 PM,73.585,0.784,,,,,
200,07/17/2023 07:00:00 PM,73.011,0.893,,,,,
201,07/17/2023 08:00:00 PM,72.796,1.003,,,,,
202,07/17/2023 09:00:00 PM,72.741,0.893,,,,,
203,07/17/2023 10:00:00 PM,72.651,0.893,,,,,
204,07/17/2023 11:00:00 PM,72.683,0.674,,,,,
205,07/18/2023 12:00:00 AM,72.696,0.674,,,,,
206,07/18/2023 01:00:00 AM,72.645,0.674,,,,,
207,07/18/2023 02:00:00 AM,72.529,0.674,,,,,
208,07/18/2023 03:00:00 AM,72.487,0.563,,,,,
209,07/18/2023 04:00:00 AM,72.462,0.563,,,,,
210,07/18/2023 05:00:00 AM,72.398,0.563,,,,,
211,07/18/2023 06:00:00 AM,72.385,0.563,,,,,
212,07/18/2023 07:00:00 AM,72.333,0.563,,,,,
213,07/18/2023 08:00:00 AM,72.083,1.221,,,,,
214,07/18/2023 09:00:00 AM,71.591,2.41,,,,,
215,07/18/2023 10:00:00 AM,72.021,2.624,,,,,
216,07/18/2023 11:00:00 AM,72.812,1.98,,,,,
217,07/18/2023 12:00:00 PM,73.489,1.872,,,,,
218,07/18/2023 01:00:00 PM,74.382,1.656,,,,,
219,07/18/2023 02:00:00 PM,74.167,1.764,,,,,
220,07/18/2023 03:00:00 PM,75.281,1.221,,,,,
221,07/18/2023 04:00:00 PM,74.61,1.98,,,,,
222,07/18/2023 05:00:00 PM,74.832,1.656,,,,,
223,07/18/2023 06:00:00 PM,74.237,1.112,,,,,
224,07/18/2023 07:00:00 PM,73.505,1.112,,,,,
225,07/18/2023 08:00:00 PM,73.319,0.893,,,,,
226,07/18/2023 09:00:00 PM,73.101,0.893,,,,,
227,07/18/2023 10:00:00 PM,72.985,0.893,,,,,
228,07/18/2023 11:00:00 PM,72.911,1.003,,,,,
229,07/19/2023 12:00:00 AM,72.767,0.893,,,,,
230,07/19/2023 01:00:00 AM,72.693,1.003,,,,,
231,07/19/2023 02:00:00 AM,72.616,1.003,,,,,
232,07/19/2023 03:00:00 AM,72.565,1.003,,,,,
233,07/19/2023 04:00:00 AM,72.565,1.003,,,,,
234,07/19/2023 05:00:00 AM,72.539,1.003,,,,,
235,07/19/2023 06:00:00 AM,72.5,1.003,,,,,
236,07/19/2023 07:00:00 AM,72.369,1.33,,,,,
237,07/19/2023 08:00:00 AM,72.227,1.764,,,,,
238,07/19/2023 09:00:00 AM,72.192,1.872,,,,,
239,07/19/2023 10:00:00 AM,72.667,1.439,,,,,
240,07/19/2023 11:00:00 AM,73.168,1.003,,,,,
241,07/19/2023 12:00:00 PM,73.223,1.112,,,,,
242,07/19/2023 01:00:00 PM,73.049,1.764,,,,,
243,07/19/2023 02:00:00 PM,73.856,2.088,,,,,
244,07/19/2023 03:00:00 PM,73.9,1.872,,,,,
245,07/19/2023 04:00:00 PM,74.247,1.439,,,,,
246,07/19/2023 05:00:00 PM,74.08,1.003,,,,,
247,07/19/2023 06:00:00 PM,74,1.33,,,,,
248,07/19/2023 07:00:00 PM,73.964,1.003,,,,,
249,07/19/2023 08:00:00 PM,73.589,0.893,,,,,
250,07/19/2023 09:00:00 PM,73.322,1.003,,,,,
251,07/19/2023 10:00:00 PM,73.284,1.003,,,,,
252,07/19/2023 11:00:00 PM,73.197,1.112,,,,,
253,07/20/2023 12:00:00 AM,73.12,1.112,,,,,
254,07/20/2023 01:00:00 AM,73.033,1.221,,,,,
255,07/20/2023 02:00:00 AM,73.011,1.33,,,,,
256,07/20/2023 03:00:00 AM,73.059,1.221,,,,,
257,07/20/2023 04:00:00 AM,73.056,1.112,,,,,
258,07/20/2023 05:00:00 AM,73.056,1.112,,,,,
259,07/20/2023 06:00:00 AM,73.069,1.112,,,,,
260,07/20/2023 07:00:00 AM,73.155,1.003,,,,,
261,07/20/2023 08:00:00 AM,73.287,1.112,,,,,
262,07/20/2023 09:00:00 AM,73.213,1.221,,,,,
263,07/20/2023 10:00:00 AM,73.48,1.112,,,,,
264,07/20/2023 11:00:00 AM,73.46,0.893,,,,,
265,07/20/2023 12:00:00 PM,73.139,1.33,,,,,
266,07/20/2023 01:00:00 PM,73.104,1.439,,,,,
267,07/20/2023 02:00:00 PM,73.037,1.764,,,,,
268,07/20/2023 03:00:00 PM,73.12,1.548,,,,,
269,07/20/2023 04:00:00 PM,73.117,1.439,,,,,
270,07/20/2023 05:00:00 PM,73.165,1.33,,,,,
271,07/20/2023 06:00:00 PM,73.165,1.33,,,,,
272,07/20/2023 07:00:00 PM,73.21,1.112,,,,,
273,07/20/2023 08:00:00 PM,73.194,1.003,,,,,
274,07/20/2023 09:00:00 PM,73.168,1.003,,,,,
275,07/20/2023 10:00:00 PM,73.181,1.003,,,,,
276,07/20/2023 11:00:00 PM,73.142,1.003,,,,,
277,07/21/2023 12:00:00 AM,73.181,1.003,,,,,
278,07/21/2023 01:00:00 AM,73.152,0.893,,,,,
279,07/21/2023 02:00:00 AM,73.075,0.893,,,,,
280,07/21/2023 03:00:00 AM,73.126,0.893,,,,,
281,07/21/2023 04:00:00 AM,73.088,0.893,,,,,
282,07/21/2023 05:00:00 AM,73.072,0.784,,,,,
283,07/21/2023 06:00:00 AM,73.011,0.893,,,,,
284,07/21/2023 07:00:00 AM,73.091,1.003,,,,,
285,07/21/2023 08:00:00 AM,73.316,0.784,,,,,
286,07/21/2023 09:00:00 AM,73.444,0.784,,,,,
287,07/21/2023 10:00:00 AM,73.39,1.112,,,,,
288,07/21/2023 11:00:00 AM,73.258,1.439,,,,,
289,07/21/2023 12:00:00 PM,73.592,1.003,,,,,
290,07/21/2023 01:00:00 PM,73.627,0.893,,,,,
291,07/21/2023 02:00:00 PM,73.085,2.088,,,,,
292,07/21/2023 03:00:00 PM,73.38,2.088,,,,,
293,07/21/2023 04:00:00 PM,73.676,1.656,,,,,
294,07/21/2023 05:00:00 PM,73.608,1.548,,,,,
295,07/21/2023 06:00:00 PM,73.467,1.548,,,,,
296,07/21/2023 07:00:00 PM,73.547,1.221,,,,,
297,07/21/2023 08:00:00 PM,73.428,1.112,,,,,
298,07/21/2023 09:00:00 PM,73.39,1.112,,,,,
299,07/21/2023 10:00:00 PM,73.383,0.893,,,,,
300,07/21/2023 11:00:00 PM,73.358,0.893,,,,,
301,07/22/2023 12:00:00 AM,73.332,0.893,,,,,
302,07/22/2023 01:00:00 AM,73.297,1.003,,,,,
303,07/22/2023 02:00:00 AM,73.232,1.003,,,,,
304,07/22/2023 03:00:00 AM,73.242,0.893,,,,,
305,07/22/2023 04:00:00 AM,73.235,0.674,,,,,
306,07/22/2023 05:00:00 AM,73.235,0.674,,,,,
307,07/22/2023 06:00:00 AM,73.235,0.674,,,,,
308,07/22/2023 07:00:00 AM,73.197,0.674,,,,,
309,07/22/2023 08:00:00 AM,72.985,1.33,,,,,
310,07/22/2023 09:00:00 AM,72.529,2.41,,,,,
311,07/22/2023 10:00:00 AM,72.49,2.837,,,,,
312,07/22/2023 11:00:00 AM,72.895,2.624,,,,,
313,07/22/2023 12:00:00 PM,73.226,2.088,,,,,
314,07/22/2023 01:00:00 PM,73.454,1.548,,,,,
315,07/22/2023 02:00:00 PM,73.399,2.303,,,,,
316,07/22/2023 03:00:00 PM,73.846,1.764,,,,,
317,07/22/2023 04:00:00 PM,73.997,1.221,,,,,
318,07/22/2023 05:00:00 PM,73.775,1.112,,,,,
319,07/22/2023 06:00:00 PM,73.573,1.221,,,,,
320,07/22/2023 07:00:00 PM,73.576,1.33,,,,,
321,07/22/2023 08:00:00 PM,73.666,0.893,,,,,
322,07/22/2023 09:00:00 PM,73.412,1.003,,,,,
323,07/22/2023 10:00:00 PM,73.261,1.112,,,,,
324,07/22/2023 11:00:00 PM,73.207,1.003,,,,,
325,07/23/2023 12:00:00 AM,73.091,1.003,,,,,
326,07/23/2023 01:00:00 AM,73.049,0.893,,,,,
327,07/23/2023 02:00:00 AM,72.998,0.893,,,,,
328,07/23/2023 03:00:00 AM,72.943,0.784,,,,,
329,07/23/2023 04:00:00 AM,72.895,0.893,,,,,
330,07/23/2023 05:00:00 AM,72.844,0.893,,,,,
331,07/23/2023 06:00:00 AM,72.805,0.893,,,,,
332,07/23/2023 07:00:00 AM,72.792,0.893,,,,,
333,07/23/2023 08:00:00 AM,72.568,1.548,,,,,
334,07/23/2023 09:00:00 AM,72.06,2.624,,,,,
335,07/23/2023 10:00:00 AM,72.702,2.624,,,,,
336,07/23/2023 11:00:00 AM,73.351,1.98,,,,,
337,07/23/2023 12:00:00 PM,73.814,1.98,,,,,
338,07/23/2023 01:00:00 PM,74.225,1.98,,,,,
339,07/23/2023 02:00:00 PM,74.257,1.764,,,,,
340,07/23/2023 03:00:00 PM,74.157,1.439,,,,,
341,07/23/2023 04:00:00 PM,74.135,1.548,,,,,
342,07/23/2023 05:00:00 PM,74.202,1.221,,,,,
343,07/23/2023 06:00:00 PM,73.753,1.221,,,,,
344,07/23/2023 07:00:00 PM,73.637,1.221,,,,,
345,07/23/2023 08:00:00 PM,73.476,1.003,,,,,
346,07/23/2023 09:00:00 PM,73.309,1.003,,,,,
347,07/23/2023 10:00:00 PM,73.194,1.003,,,,,
348,07/23/2023 11:00:00 PM,73.04,1.003,,,,,
349,07/24/2023 12:00:00 AM,72.924,1.003,,,,,
350,07/24/2023 01:00:00 AM,72.837,1.112,,,,,
351,07/24/2023 02:00:00 AM,72.699,1.221,,,,,
352,07/24/2023 03:00:00 AM,72.731,1.003,,,,,
353,07/24/2023 04:00:00 AM,72.741,0.893,,,,,
354,07/24/2023 05:00:00 AM,72.725,0.784,,,,,
355,07/24/2023 06:00:00 AM,72.712,0.784,,,,,
356,07/24/2023 07:00:00 AM,72.677,0.893,,,,,
357,07/24/2023 08:00:00 AM,72.414,1.548,,,,,
358,07/24/2023 09:00:00 AM,71.883,2.73,,,,,
359,07/24/2023 10:00:00 AM,72.696,2.41,,,,,
360,07/24/2023 11:00:00 AM,73.627,2.195,,,,,
361,07/24/2023 12:00:00 PM,74.109,1.98,,,,,
362,07/24/2023 01:00:00 PM,74.199,1.98,,,,,
363,07/24/2023 02:00:00 PM,74.318,1.656,,,,,
364,07/24/2023 03:00:00 PM,74.129,1.764,,,,,
365,07/24/2023 04:00:00 PM,74.064,1.764,,,,,
366,07/24/2023 05:00:00 PM,74.276,1.112,,,,,
367,07/24/2023 06:00:00 PM,73.817,1.221,,,,,
368,07/24/2023 07:00:00 PM,73.711,1.548,,,,,
369,07/24/2023 08:00:00 PM,73.688,1.221,,,,,
370,07/24/2023 09:00:00 PM,73.557,1.112,,,,,
371,07/24/2023 10:00:00 PM,73.502,1.003,,,,,
372,07/24/2023 11:00:00 PM,73.351,1.112,,,,,
373,07/25/2023 12:00:00 AM,73.219,1.003,,,,,
374,07/25/2023 01:00:00 AM,72.998,0.893,,,,,
375,07/25/2023 02:00:00 AM,72.911,1.003,,,,,
376,07/25/2023 03:00:00 AM,72.882,0.893,,,,,
377,07/25/2023 04:00:00 AM,72.78,0.893,,,,,
378,07/25/2023 05:00:00 AM,72.728,0.893,,,,,
379,07/25/2023 06:00:00 AM,72.677,0.893,,,,,
380,07/25/2023 07:00:00 AM,72.603,1.003,,,,,
381,07/25/2023 08:00:00 AM,72.34,1.656,,,,,
382,07/25/2023 09:00:00 AM,72.002,2.41,,,,,
383,07/25/2023 10:00:00 AM,72.526,2.303,,,,,
384,07/25/2023 11:00:00 AM,72.94,1.98,,,,,
385,07/25/2023 12:00:00 PM,73.088,1.764,,,,,
386,07/25/2023 01:00:00 PM,73.245,1.439,,,,,
387,07/25/2023 02:00:00 PM,73.419,2.088,,,,,
388,07/25/2023 03:00:00 PM,73.303,2.088,,,,,
389,07/25/2023 04:00:00 PM,73.608,1.98,,,,,
390,07/25/2023 05:00:00 PM,73.688,1.656,,,,,
391,07/25/2023 06:00:00 PM,73.839,1.112,,,,,
392,07/25/2023 07:00:00 PM,73.923,0.893,,,,,
393,07/25/2023 08:00:00 PM,73.614,0.893,,,,,
394,07/25/2023 09:00:00 PM,73.165,0.893,,,,,
395,07/25/2023 10:00:00 PM,73.11,0.784,,,,,
396,07/25/2023 11:00:00 PM,72.969,0.784,,,,,
397,07/26/2023 12:00:00 AM,72.87,0.893,,,,,
398,07/26/2023 01:00:00 AM,72.751,0.784,,,,,
399,07/26/2023 02:00:00 AM,72.661,0.784,,,,,
400,07/26/2023 03:00:00 AM,72.648,0.784,,,,,
401,07/26/2023 04:00:00 AM,72.597,0.784,,,,,
402,07/26/2023 05:00:00 AM,72.581,0.674,,,,,
403,07/26/2023 06:00:00 AM,72.568,0.674,,,,,
404,07/26/2023 07:00:00 AM,72.545,0.784,,,,,
405,07/26/2023 08:00:00 AM,72.282,1.439,,,,,
406,07/26/2023 09:00:00 AM,71.787,2.517,,,,,
407,07/26/2023 10:00:00 AM,72.58,2.41,,,,,
408,07/26/2023 11:00:00 AM,73.55,2.195,,,,,
409,07/26/2023 12:00:00 PM,74.07,1.112,,,,,
410,07/26/2023 01:00:00 PM,73.965,1.439,,,,,
411,07/26/2023 02:00:00 PM,73.65,1.656,,,,,
412,07/26/2023 03:00:00 PM,73.226,2.088,,,,,
413,07/26/2023 04:00:00 PM,73.582,1.98,,,,,
414,07/26/2023 05:00:00 PM,73.769,1.33,,,,,
415,07/26/2023 06:00:00 PM,74.08,0.563,,,,,
416,07/26/2023 07:00:00 PM,73.897,0.453,,,,,
417,07/26/2023 08:00:00 PM,73.675,0.784,,,,,
418,07/26/2023 09:00:00 PM,73.261,0.674,,,,,
419,07/26/2023 10:00:00 PM,73.158,0.674,,,,,
420,07/26/2023 11:00:00 PM,73.02,0.784,,,,,
421,07/27/2023 12:00:00 AM,72.959,0.893,,,,,
422,07/27/2023 01:00:00 AM,72.972,0.893,,,,,
423,07/27/2023 02:00:00 AM,72.959,0.893,,,,,
424,07/27/2023 03:00:00 AM,72.921,0.893,,,,,
425,07/27/2023 04:00:00 AM,72.873,1.003,,,,,
426,07/27/2023 05:00:00 AM,72.86,1.003,,,,,
427,07/27/2023 06:00:00 AM,72.837,1.112,,,,,
428,07/27/2023 07:00:00 AM,72.802,1.221,,,,,
429,07/27/2023 08:00:00 AM,72.667,1.439,,,,,
430,07/27/2023 09:00:00 AM,72.529,1.98,,,,,
431,07/27/2023 10:00:00 AM,72.706,1.872,,,,,
432,07/27/2023 11:00:00 AM,73.287,1.548,,,,,
433,07/27/2023 12:00:00 PM,73.823,1.872,,,,,
434,07/27/2023 01:00:00 PM,73.576,1.764,,,,,
435,07/27/2023 02:00:00 PM,73.82,1.764,,,,,
436,07/27/2023 03:00:00 PM,73.92,1.221,,,,,
437,07/27/2023 04:00:00 PM,73.737,1.112,,,,,
438,07/27/2023 05:00:00 PM,73.586,1.656,,,,,
439,07/27/2023 06:00:00 PM,73.939,1.003,,,,,
440,07/27/2023 07:00:00 PM,73.207,1.003,,,,,
441,07/27/2023 08:00:00 PM,73.027,1.003,,,,,
442,07/27/2023 09:00:00 PM,73.046,0.784,,,,,
443,07/27/2023 10:00:00 PM,72.87,0.893,,,,,
444,07/27/2023 11:00:00 PM,72.831,0.893,,,,,
445,07/28/2023 12:00:00 AM,72.802,0.784,,,,,
446,07/28/2023 01:00:00 AM,72.764,0.784,,,,,
447,07/28/2023 02:00:00 AM,72.751,0.784,,,,,
448,07/28/2023 03:00:00 AM,72.747,0.674,,,,,
449,07/28/2023 04:00:00 AM,72.747,0.674,,,,,
450,07/28/2023 05:00:00 AM,72.757,0.563,,,,,
451,07/28/2023 06:00:00 AM,72.77,0.563,,,,,
452,07/28/2023 07:00:00 AM,72.773,0.674,,,,,
453,07/28/2023 08:00:00 AM,72.545,1.221,,,,,
454,07/28/2023 09:00:00 AM,72.391,1.656,,,,,
455,07/28/2023 10:00:00 AM,71.809,2.837,,,,,
456,07/28/2023 11:00:00 AM,72.722,1.98,,,,,
457,07/28/2023 12:00:00 PM,73.358,1.764,,,,,
458,07/28/2023 01:00:00 PM,73.159,1.112,,,,,
459,07/28/2023 02:00:00 PM,72.333,1.439,,,,,
460,07/28/2023 03:00:00 PM,73.094,1.98,,,,,
461,07/28/2023 04:00:00 PM,73.547,1.221,,,,,
462,07/28/2023 05:00:00 PM,72.892,1.221,,,,,
463,07/28/2023 06:00:00 PM,72.651,1.764,,,,,
464,07/28/2023 07:00:00 PM,72.969,1.221,,,,,
465,07/28/2023 08:00:00 PM,72.6,0.893,,,,,
466,07/28/2023 09:00:00 PM,72.404,0.784,,,,,
467,07/28/2023 10:00:00 PM,72.186,0.784,,,,,
468,07/28/2023 11:00:00 PM,72.118,0.674,,,,,
469,07/29/2023 12:00:00 AM,72.07,0.784,,,,,
470,07/29/2023 01:00:00 AM,72.054,0.674,,,,,
471,07/29/2023 02:00:00 AM,72.067,0.674,,,,,
472,07/29/2023 03:00:00 AM,72.028,0.674,,,,,
473,07/29/2023 04:00:00 AM,71.974,0.563,,,,,
474,07/29/2023 05:00:00 AM,71.961,0.563,,,,,
475,07/29/2023 06:00:00 AM,71.958,0.453,,,,,
476,07/29/2023 07:00:00 AM,71.923,0.563,,,,,
477,07/29/2023 08:00:00 AM,71.733,1.112,,,,,
478,07/29/2023 09:00:00 AM,71.299,2.088,,,,,
479,07/29/2023 10:00:00 AM,71.096,3.049,,,,,
480,07/29/2023 11:00:00 AM,72.43,2.088,,,,,
481,07/29/2023 12:00:00 PM,72.927,1.98,,,,,
482,07/29/2023 01:00:00 PM,73.245,1.872,,,,,
483,07/29/2023 02:00:00 PM,73.692,1.764,,,,,
484,07/29/2023 03:00:00 PM,73.396,1.764,,,,,
485,07/29/2023 04:00:00 PM,73.55,1.33,,,,,
486,07/29/2023 05:00:00 PM,73.457,1.656,,,,,
487,07/29/2023 06:00:00 PM,73.335,1.439,,,,,
488,07/29/2023 07:00:00 PM,73.126,1.33,,,,,
489,07/29/2023 08:00:00 PM,72.934,0.893,,,,,
490,07/29/2023 09:00:00 PM,72.738,0.784,,,,,
491,07/29/2023 10:00:00 PM,72.571,0.784,,,,,
492,07/29/2023 11:00:00 PM,72.468,0.784,,,,,
493,07/30/2023 12:00:00 AM,72.417,0.784,,,,,
494,07/30/2023 01:00:00 AM,72.391,0.784,,,,,
495,07/30/2023 02:00:00 AM,72.388,0.674,,,,,
496,07/30/2023 03:00:00 AM,72.362,0.674,,,,,
497,07/30/2023 04:00:00 AM,72.346,0.563,,,,,
498,07/30/2023 05:00:00 AM,72.321,0.563,,,,,
499,07/30/2023 06:00:00 AM,72.333,0.563,,,,,
500,07/30/2023 07:00:00 AM,72.308,0.563,,,,,
501,07/30/2023 08:00:00 AM,72.096,1.221,,,,,
502,07/30/2023 09:00:00 AM,71.636,2.195,,,,,
503,07/30/2023 10:00:00 AM,71.716,2.73,,,,,
504,07/30/2023 11:00:00 AM,72.69,2.195,,,,,
505,07/30/2023 12:00:00 PM,73.287,1.98,,,,,
506,07/30/2023 01:00:00 PM,73.618,1.439,,,,,
507,07/30/2023 02:00:00 PM,73.126,2.195,,,,,
508,07/30/2023 03:00:00 PM,73.438,1.872,,,,,
509,07/30/2023 04:00:00 PM,73.47,1.656,,,,,
510,07/30/2023 05:00:00 PM,74.148,1.112,,,,,
511,07/30/2023 06:00:00 PM,73.081,1.112,,,,,
512,07/30/2023 07:00:00 PM,72.748,1.112,,,,,
513,07/30/2023 08:00:00 PM,72.757,1.003,,,,,
514,07/30/2023 09:00:00 PM,72.629,1.003,,,,,
515,07/30/2023 10:00:00 PM,72.626,0.893,,,,,
516,07/30/2023 11:00:00 PM,72.545,0.784,,,,,
517,07/31/2023 12:00:00 AM,72.481,0.784,,,,,
518,07/31/2023 01:00:00 AM,72.455,0.784,,,,,
519,07/31/2023 02:00:00 AM,72.465,0.674,,,,,
520,07/31/2023 03:00:00 AM,72.369,0.893,,,,,
521,07/31/2023 04:00:00 AM,72.366,0.784,,,,,
522,07/31/2023 05:00:00 AM,72.375,0.674,,,,,
523,07/31/2023 06:00:00 AM,72.372,0.563,,,,,
524,07/31/2023 07:00:00 AM,72.362,0.674,,,,,
525,07/31/2023 08:00:00 AM,72.208,1.112,,,,,
526,07/31/2023 09:00:00 AM,71.726,2.195,,,,,
527,07/31/2023 10:00:00 AM,71.967,2.517,,,,,
528,07/31/2023 11:00:00 AM,72.841,2.088,,,,,
529,07/31/2023 12:00:00 PM,73.316,1.656,,,,,
530,07/31/2023 01:00:00 PM,73.178,1.764,,,,,
531,07/31/2023 02:00:00 PM,73.419,1.656,,,,,
532,07/31/2023 03:00:00 PM,73.351,1.548,,,,,
533,07/31/2023 04:00:00 PM,73.46,1.764,,,,,
