"Plot Title: 10662647"
"#","Date Time, GMT+06:00","Abs Pres, kPa (LGR S/N: 10662647, SEN S/N: 10662647)","Temp, °C (LGR S/N: 10662647, SEN S/N: 10662647)","Coupler Detached (LGR S/N: 10662647)","Coupler Attached (LGR S/N: 10662647)","Host Connected (LGR S/N: 10662647)","Stopped (LGR S/N: 10662647)","End Of File (LGR S/N: 10662647)"
38,07/11/2023 01:00:00 AM,77.996,7.079,,,,,
39,07/11/2023 02:00:00 AM,78.225,6.573,,,,,
40,07/11/2023 03:00:00 AM,78.395,6.268,,,,,
41,07/11/2023 04:00:00 AM,78.460,6.268,,,,,
42,07/11/2023 05:00:00 AM,78.447,6.268,,,,,
43,07/11/2023 06:00:00 AM,78.492,6.064,,,,,
44,07/11/2023 07:00:00 AM,78.166,7.179,,,,,
45,07/11/2023 08:00:00 AM,77.293,8.481,,,,,
46,07/11/2023 09:00:00 AM,73.978,9.571,,,,,
47,07/11/2023 10:00:00 AM,66.086,24.545,,,,,
48,07/11/2023 11:00:00 AM,67.028,25.416,,,,,
49,07/11/2023 12:00:00 PM,66.661,22.142,,,,,
50,07/11/2023 01:00:00 PM,65.408,24.738,,,,,
51,07/11/2023 02:00:00 PM,66.627,21.855,,,,,
52,07/11/2023 03:00:00 PM,67.718,20.805,,,,,
53,07/11/2023 04:00:00 PM,67.686,20.615,,,,,
54,07/11/2023 05:00:00 PM,70.799,19.472,,,,,
55,07/11/2023 06:00:00 PM,70.628,21.091,,,,,
56,07/11/2023 07:00:00 PM,72.157,17.475,,,,,
57,07/11/2023 08:00:00 PM,73.346,14.613,,,,,
58,07/11/2023 09:00:00 PM,74.303,12.207,,,,,
59,07/11/2023 10:00:00 PM,74.395,11.431,,,,,
60,07/11/2023 11:00:00 PM,74.936,10.161,,,,,
61,07/12/2023 12:00:00 AM,75.260,9.373,,,,,
62,07/12/2023 01:00:00 AM,75.328,9.077,,,,,
63,07/12/2023 02:00:00 AM,75.386,8.879,,,,,
64,07/12/2023 03:00:00 AM,75.528,8.481,,,,,
65,07/12/2023 04:00:00 AM,75.699,8.182,,,,,
66,07/12/2023 05:00:00 AM,75.780,7.882,,,,,
67,07/12/2023 06:00:00 AM,75.903,7.682,,,,,
68,07/12/2023 07:00:00 AM,74.414,10.357,,,,,
69,07/12/2023 08:00:00 AM,72.793,9.965,,,,,
70,07/12/2023 09:00:00 AM,70.826,13.076,,,,,
71,07/12/2023 10:00:00 AM,68.855,16.523,,,,,
72,07/12/2023 11:00:00 AM,66.409,23.677,,,,,
73,07/12/2023 12:00:00 PM,66.300,27.862,,,,,
74,07/12/2023 01:00:00 PM,67.067,25.416,,,,,
75,07/12/2023 02:00:00 PM,66.967,25.513,,,,,
76,07/12/2023 03:00:00 PM,66.351,26.977,,,,,
77,07/12/2023 04:00:00 PM,66.376,26.488,,,,,
78,07/12/2023 05:00:00 PM,70.167,25.902,,,,,
79,07/12/2023 06:00:00 PM,70.099,27.468,,,,,
80,07/12/2023 07:00:00 PM,71.456,22.429,,,,,
81,07/12/2023 08:00:00 PM,72.595,17.475,,,,,
82,07/12/2023 09:00:00 PM,73.872,13.269,,,,,
83,07/12/2023 10:00:00 PM,74.669,10.259,,,,,
84,07/12/2023 11:00:00 PM,74.966,9.472,,,,,
85,07/13/2023 12:00:00 AM,75.060,9.176,,,,,
86,07/13/2023 01:00:00 AM,75.019,9.077,,,,,
87,07/13/2023 02:00:00 AM,74.970,9.176,,,,,
88,07/13/2023 03:00:00 AM,75.197,8.581,,,,,
89,07/13/2023 04:00:00 AM,75.300,8.182,,,,,
90,07/13/2023 05:00:00 AM,75.336,8.082,,,,,
91,07/13/2023 06:00:00 AM,75.458,7.882,,,,,
92,07/13/2023 07:00:00 AM,72.374,10.161,,,,,
93,07/13/2023 08:00:00 AM,71.919,10.455,,,,,
94,07/13/2023 09:00:00 AM,68.789,19.092,,,,,
95,07/13/2023 10:00:00 AM,75.060,3.261,,,,,
96,07/13/2023 11:00:00 AM,75.330,2.410,,,,,
97,07/13/2023 12:00:00 PM,75.918,2.303,,,,,
98,07/13/2023 01:00:00 PM,76.130,2.088,,,,,
99,07/13/2023 02:00:00 PM,76.153,1.980,,,,,
100,07/13/2023 03:00:00 PM,76.162,1.872,,,,,
101,07/13/2023 04:00:00 PM,76.159,1.764,,,,,
102,07/13/2023 05:00:00 PM,76.146,1.330,,,,,
103,07/13/2023 06:00:00 PM,75.561,1.112,,,,,
104,07/13/2023 07:00:00 PM,75.169,1.330,,,,,
105,07/13/2023 08:00:00 PM,74.777,1.112,,,,,
106,07/13/2023 09:00:00 PM,74.504,1.003,,,,,
107,07/13/2023 10:00:00 PM,74.321,0.893,,,,,
108,07/13/2023 11:00:00 PM,74.192,0.893,,,,,
109,07/14/2023 12:00:00 AM,74.119,1.003,,,,,
110,07/14/2023 01:00:00 AM,74.038,0.893,,,,,
111,07/14/2023 02:00:00 AM,73.974,0.893,,,,,
112,07/14/2023 03:00:00 AM,73.926,1.003,,,,,
113,07/14/2023 04:00:00 AM,73.884,0.893,,,,,
114,07/14/2023 05:00:00 AM,73.871,0.893,,,,,
115,07/14/2023 06:00:00 AM,73.833,0.893,,,,,
116,07/14/2023 07:00:00 AM,73.823,1.003,,,,,
117,07/14/2023 08:00:00 AM,73.213,1.656,,,,,
118,07/14/2023 09:00:00 AM,72.892,2.517,,,,,
119,07/14/2023 10:00:00 AM,73.367,2.517,,,,,
120,07/14/2023 11:00:00 AM,74.520,1.980,,,,,
121,07/14/2023 12:00:00 PM,74.806,1.656,,,,,
122,07/14/2023 01:00:00 PM,74.106,1.872,,,,,
123,07/14/2023 02:00:00 PM,74.822,1.330,,,,,
124,07/14/2023 03:00:00 PM,73.737,1.980,,,,,
125,07/14/2023 04:00:00 PM,74.112,1.656,,,,,
126,07/14/2023 05:00:00 PM,73.913,1.439,,,,,
127,07/14/2023 06:00:00 PM,73.448,1.330,,,,,
128,07/14/2023 07:00:00 PM,73.727,1.221,,,,,
129,07/14/2023 08:00:00 PM,73.088,0.893,,,,,
130,07/14/2023 09:00:00 PM,72.504,1.112,,,,,
131,07/14/2023 10:00:00 PM,72.555,1.112,,,,,
132,07/14/2023 11:00:00 PM,72.346,1.003,,,,,
133,07/15/2023 12:00:00 AM,72.244,1.003,,,,,
134,07/15/2023 01:00:00 AM,72.167,1.003,,,,,
135,07/15/2023 02:00:00 AM,72.041,1.112,,,,,
136,07/15/2023 03:00:00 AM,71.926,1.112,,,,,
137,07/15/2023 04:00:00 AM,71.849,1.112,,,,,
138,07/15/2023 05:00:00 AM,71.794,1.003,,,,,
139,07/15/2023 06:00:00 AM,71.717,1.003,,,,,
140,07/15/2023 07:00:00 AM,71.589,1.003,,,,,
141,07/15/2023 08:00:00 AM,71.300,1.656,,,,,
142,07/15/2023 09:00:00 AM,71.338,2.517,,,,,
143,07/15/2023 10:00:00 AM,72.214,2.195,,,,,
144,07/15/2023 11:00:00 AM,73.538,1.764,,,,,
145,07/15/2023 12:00:00 PM,74.064,1.764,,,,,
146,07/15/2023 01:00:00 PM,74.125,2.088,,,,,
147,07/15/2023 02:00:00 PM,74.016,1.872,,,,,
148,07/15/2023 03:00:00 PM,73.878,1.980,,,,,
149,07/15/2023 04:00:00 PM,74.038,1.330,,,,,
150,07/15/2023 05:00:00 PM,73.807,1.330,,,,,
151,07/15/2023 06:00:00 PM,73.573,1.656,,,,,
152,07/15/2023 07:00:00 PM,73.245,1.439,,,,,
153,07/15/2023 08:00:00 PM,72.635,1.221,,,,,
154,07/15/2023 09:00:00 PM,72.488,1.003,,,,,
155,07/15/2023 10:00:00 PM,72.176,0.893,,,,,
156,07/15/2023 11:00:00 PM,72.051,1.003,,,,,
157,07/16/2023 12:00:00 AM,72.000,1.003,,,,,
158,07/16/2023 01:00:00 AM,71.935,1.003,,,,,
159,07/16/2023 02:00:00 AM,71.884,1.003,,,,,
160,07/16/2023 03:00:00 AM,71.794,1.003,,,,,
161,07/16/2023 04:00:00 AM,71.743,1.003,,,,,
162,07/16/2023 05:00:00 AM,71.675,0.893,,,,,
163,07/16/2023 06:00:00 AM,71.611,0.893,,,,,
164,07/16/2023 07:00:00 AM,71.525,1.003,,,,,
165,07/16/2023 08:00:00 AM,71.258,1.548,,,,,
166,07/16/2023 09:00:00 AM,70.911,2.410,,,,,
167,07/16/2023 10:00:00 AM,72.118,2.410,,,,,
168,07/16/2023 11:00:00 AM,73.354,2.088,,,,,
169,07/16/2023 12:00:00 PM,74.157,1.872,,,,,
170,07/16/2023 01:00:00 PM,74.585,1.548,,,,,
171,07/16/2023 02:00:00 PM,74.600,1.221,,,,,
172,07/16/2023 03:00:00 PM,75.873,1.221,,,,,
173,07/16/2023 04:00:00 PM,73.737,1.112,,,,,
174,07/16/2023 05:00:00 PM,73.582,1.112,,,,,
175,07/16/2023 06:00:00 PM,73.419,1.221,,,,,
176,07/16/2023 07:00:00 PM,73.325,1.112,,,,,
177,07/16/2023 08:00:00 PM,73.236,1.112,,,,,
178,07/16/2023 09:00:00 PM,73.088,0.893,,,,,
179,07/16/2023 10:00:00 PM,72.972,0.893,,,,,
180,07/16/2023 11:00:00 PM,72.837,1.112,,,,,
181,07/17/2023 12:00:00 AM,72.812,1.112,,,,,
182,07/17/2023 01:00:00 AM,72.786,1.112,,,,,
183,07/17/2023 02:00:00 AM,72.764,1.221,,,,,
184,07/17/2023 03:00:00 AM,72.754,1.330,,,,,
185,07/17/2023 04:00:00 AM,72.764,1.221,,,,,
186,07/17/2023 05:00:00 AM,72.715,1.330,,,,,
187,07/17/2023 06:00:00 AM,72.690,1.330,,,,,
188,07/17/2023 07:00:00 AM,72.642,1.439,,,,,
189,07/17/2023 08:00:00 AM,72.577,1.872,,,,,
190,07/17/2023 09:00:00 AM,72.882,1.764,,,,,
191,07/17/2023 10:00:00 AM,72.754,1.764,,,,,
192,07/17/2023 11:00:00 AM,73.168,1.439,,,,,
193,07/17/2023 12:00:00 PM,73.383,1.330,,,,,
194,07/17/2023 01:00:00 PM,73.566,1.439,,,,,
195,07/17/2023 02:00:00 PM,73.422,1.330,,,,,
196,07/17/2023 03:00:00 PM,73.708,1.439,,,,,
197,07/17/2023 04:00:00 PM,73.576,1.330,,,,,
198,07/17/2023 05:00:00 PM,73.669,1.003,,,,,
199,07/17/2023 06:00:00 PM,73.585,0.784,,,,,
200,07/17/2023 07:00:00 PM,73.011,0.893,,,,,
201,07/17/2023 08:00:00 PM,72.796,1.003,,,,,
202,07/17/2023 09:00:00 PM,72.741,0.893,,,,,
203,07/17/2023 10:00:00 PM,72.651,0.893,,,,,
204,07/17/2023 11:00:00 PM,72.683,0.674,,,,,
205,07/18/2023 12:00:00 AM,72.696,0.674,,,,,
206,07/18/2023 01:00:00 AM,72.645,0.674,,,,,
207,07/18/2023 02:00:00 AM,72.529,0.674,,,,,
208,07/18/2023 03:00:00 AM,72.487,0.563,,,,,
209,07/18/2023 04:00:00 AM,72.462,0.563,,,,,
210,07/18/2023 05:00:00 AM,72.398,0.563,,,,,
211,07/18/2023 06:00:00 AM,72.385,0.563,,,,,
212,07/18/2023 07:00:00 AM,72.333,0.563,,,,,
213,07/18/2023 08:00:00 AM,72.083,1.221,,,,,
214,07/18/2023 09:00:00 AM,71.591,2.410,,,,,
215,07/18/2023 10:00:00 AM,72.021,2.624,,,,,
216,07/18/2023 11:00:00 AM,72.812,1.980,,,,,
217,07/18/2023 12:00:00 PM,73.489,1.872,,,,,
218,07/18/2023 01:00:00 PM,74.382,1.656,,,,,
219,07/18/2023 02:00:00 PM,74.167,1.764,,,,,
220,07/18/2023 03:00:00 PM,75.281,1.221,,,,,
221,07/18/2023 04:00:00 PM,74.610,1.980,,,,,
222,07/18/2023 05:00:00 PM,74.832,1.656,,,,,
223,07/18/2023 06:00:00 PM,74.237,1.112,,,,,
224,07/18/2023 07:00:00 PM,73.505,1.112,,,,,
225,07/18/2023 08:00:00 PM,73.319,0.893,,,,,
226,07/18/2023 09:00:00 PM,73.101,0.893,,,,,
227,07/18/2023 10:00:00 PM,72.985,0.893,,,,,
228,07/18/2023 11:00:00 PM,72.911,1.003,,,,,
229,07/19/2023 12:00:00 AM,72.767,0.893,,,,,
230,07/19/2023 01:00:00 AM,72.693,1.003,,,,,
231,07/19/2023 02:00:00 AM,72.616,1.003,,,,,
232,07/19/2023 03:00:00 AM,72.565,1.003,,,,,
233,07/19/2023 04:00:00 AM,72.565,1.003,,,,,
234,07/19/2023 05:00:00 AM,72.539,1.003,,,,,
235,07/19/2023 06:00:00 AM,72.500,1.003,,,,,
236,07/19/2023 07:00:00 AM,72.369,1.330,,,,,
237,07/19/2023 08:00:00 AM,72.227,1.764,,,,,
238,07/19/2023 09:00:00 AM,72.192,1.872,,,,,
239,07/19/2023 10:00:00 AM,72.667,1.439,,,,,
240,07/19/2023 11:00:00 AM,73.168,1.003,,,,,
241,07/19/2023 12:00:00 PM,73.223,1.112,,,,,
242,07/19/2023 01:00:00 PM,73.049,1.764,,,,,
243,07/19/2023 02:00:00 PM,73.856,2.088,,,,,
244,07/19/2023 03:00:00 PM,73.900,1.872,,,,,
245,07/19/2023 04:00:00 PM,74.247,1.439,,,,,
246,07/19/2023 05:00:00 PM,74.080,1.003,,,,,
247,07/19/2023 06:00:00 PM,74.000,1.330,,,,,
248,07/19/2023 07:00:00 PM,73.964,1.003,,,,,
249,07/19/2023 08:00:00 PM,73.589,0.893,,,,,
250,07/19/2023 09:00:00 PM,73.322,1.003,,,,,
251,07/19/2023 10:00:00 PM,73.284,1.003,,,,,
252,07/19/2023 11:00:00 PM,73.197,1.112,,,,,
253,07/20/2023 12:00:00 AM,73.120,1.112,,,,,
254,07/20/2023 01:00:00 AM,73.033,1.221,,,,,
255,07/20/2023 02:00:00 AM,73.011,1.330,,,,,
256,07/20/2023 03:00:00 AM,73.059,1.221,,,,,
257,07/20/2023 04:00:00 AM,73.056,1.112,,,,,
258,07/20/2023 05:00:00 AM,73.056,1.112,,,,,
259,07/20/2023 06:00:00 AM,73.069,1.112,,,,,
260,07/20/2023 07:00:00 AM,73.155,1.003,,,,,
261,07/20/2023 08:00:00 AM,73.287,1.112,,,,,
262,07/20/2023 09:00:00 AM,73.213,1.221,,,,,
263,07/20/2023 10:00:00 AM,73.480,1.112,,,,,
264,07/20/2023 11:00:00 AM,73.460,0.893,,,,,
265,07/20/2023 12:00:00 PM,73.139,1.330,,,,,
266,07/20/2023 01:00:00 PM,73.104,1.439,,,,,
267,07/20/2023 02:00:00 PM,73.037,1.764,,,,,
268,07/20/2023 03:00:00 PM,73.120,1.548,,,,,
269,07/20/2023 04:00:00 PM,73.117,1.439,,,,,
270,07/20/2023 05:00:00 PM,73.165,1.330,,,,,
271,07/20/2023 06:00:00 PM,73.165,1.330,,,,,
272,07/20/2023 07:00:00 PM,73.210,1.112,,,,,
273,07/20/2023 08:00:00 PM,73.194,1.003,,,,,
274,07/20/2023 09:00:00 PM,73.168,1.003,,,,,
275,07/20/2023 10:00:00 PM,73.181,1.003,,,,,
276,07/20/2023 11:00:00 PM,73.142,1.003,,,,,
277,07/21/2023 12:00:00 AM,73.181,1.003,,,,,
278,07/21/2023 01:00:00 AM,73.152,0.893,,,,,
279,07/21/2023 02:00:00 AM,73.075,0.893,,,,,
280,07/21/2023 03:00:00 AM,73.126,0.893,,,,,
281,07/21/2023 04:00:00 AM,73.088,0.893,,,,,
282,07/21/2023 05:00:00 AM,73.072,0.784,,,,,
283,07/21/2023 06:00:00 AM,73.011,0.893,,,,,
284,07/21/2023 07:00:00 AM,73.091,1.003,,,,,
285,07/21/2023 08:00:00 AM,73.316,0.784,,,,,
286,07/21/2023 09:00:00 AM,73.444,0.784,,,,,
287,07/21/2023 10:00:00 AM,73.390,1.112,,,,,
288,07/21/2023 11:00:00 AM,73.258,1.439,,,,,
289,07/21/2023 12:00:00 PM,73.592,1.003,,,,,
290,07/21/2023 01:00:00 PM,73.627,0.893,,,,,
291,07/21/2023 02:00:00 PM,73.085,2.088,,,,,
292,07/21/2023 03:00:00 PM,73.380,2.088,,,,,
293,07/21/2023 04:00:00 PM,73.676,1.656,,,,,
294,07/21/2023 05:00:00 PM,73.608,1.548,,,,,
295,07/21/2023 06:00:00 PM,73.467,1.548,,,,,
296,07/21/2023 07:00:00 PM,73.547,1.221,,,,,
297,07/21/2023 08:00:00 PM,73.428,1.112,,,,,
298,07/21/2023 09:00:00 PM,73.390,1.112,,,,,
299,07/21/2023 10:00:00 PM,73.383,0.893,,,,,
300,07/21/2023 11:00:00 PM,73.358,0.893,,,,,
301,07/22/2023 12:00:00 AM,73.332,0.893,,,,,
302,07/22/2023 01:00:00 AM,73.297,1.003,,,,,
303,07/22/2023 02:00:00 AM,73.232,1.003,,,,,
304,07/22/2023 03:00:00 AM,73.242,0.893,,,,,
305,07/22/2023 04:00:00 AM,73.235,0.674,,,,,
306,07/22/2023 05:00:00 AM,73.235,0.674,,,,,
307,07/22/2023 06:00:00 AM,73.235,0.674,,,,,
308,07/22/2023 07:00:00 AM,73.197,0.674,,,,,
309,07/22/2023 08:00:00 AM,72.985,1.330,,,,,
310,07/22/2023 09:00:00 AM,72.529,2.410,,,,,
311,07/22/2023 10:00:00 AM,72.490,2.837,,,,,
312,07/22/2023 11:00:00 AM,72.895,2.624,,,,,
313,07/22/2023 12:00:00 PM,73.226,2.088,,,,,
314,07/22/2023 01:00:00 PM,73.454,1.548,,,,,
315,07/22/2023 02:00:00 PM,73.399,2.303,,,,,
316,07/22/2023 03:00:00 PM,73.846,1.764,,,,,
317,07/22/2023 04:00:00 PM,73.997,1.221,,,,,
318,07/22/2023 05:00:00 PM,73.775,1.112,,,,,
319,07/22/2023 06:00:00 PM,73.573,1.221,,,,,
320,07/22/2023 07:00:00 PM,73.576,1.330,,,,,
321,07/22/2023 08:00:00 PM,73.666,0.893,,,,,
322,07/22/2023 09:00:00 PM,73.412,1.003,,,,,
323,07/22/2023 10:00:00 PM,73.261,1.112,,,,,
324,07/22/2023 11:00:00 PM,73.207,1.003,,,,,
325,07/23/2023 12:00:00 AM,73.091,1.003,,,,,
326,07/23/2023 01:00:00 AM,73.049,0.893,,,,,
327,07/23/2023 02:00:00 AM,72.998,0.893,,,,,
328,07/23/2023 03:00:00 AM,72.943,0.784,,,,,
329,07/23/2023 04:00:00 AM,72.895,0.893,,,,,
330,07/23/2023 05:00:00 AM,72.844,0.893,,,,,
331,07/23/2023 06:00:00 AM,72.805,0.893,,,,,
332,07/23/2023 07:00:00 AM,72.792,0.893,,,,,
333,07/23/2023 08:00:00 AM,72.568,1.548,,,,,
334,07/23/2023 09:00:00 AM,72.060,2.624,,,,,
335,07/23/2023 10:00:00 AM,72.702,2.624,,,,,
336,07/23/2023 11:00:00 AM,73.351,1.980,,,,,
337,07/23/2023 12:00:00 PM,73.814,1.980,,,,,
338,07/23/2023 01:00:00 PM,74.225,1.980,,,,,
339,07/23/2023 02:00:00 PM,74.257,1.764,,,,,
340,07/23/2023 03:00:00 PM,74.157,1.439,,,,,
341,07/23/2023 04:00:00 PM,74.135,1.548,,,,,
342,07/23/2023 05:00:00 PM,74.202,1.221,,,,,
343,07/23/2023 06:00:00 PM,73.753,1.221,,,,,
344,07/23/2023 07:00:00 PM,73.637,1.221,,,,,
345,07/23/2023 08:00:00 PM,73.476,1.003,,,,,
346,07/23/2023 09:00:00 PM,73.309,1.003,,,,,
347,07/23/2023 10:00:00 PM,73.194,1.003,,,,,
348,07/23/2023 11:00:00 PM,73.040,1.003,,,,,
349,07/24/2023 12:00:00 AM,72.924,1.003,,,,,
350,07/24/2023 01:00:00 AM,72.837,1.112,,,,,
351,07/24/2023 02:00:00 AM,72.699,1.221,,,,,
352,07/24/2023 03:00:00 AM,72.731,1.003,,,,,
353,07/24/2023 04:00:00 AM,72.741,0.893,,,,,
354,07/24/2023 05:00:00 AM,72.725,0.784,,,,,
355,07/24/2023 06:00:00 AM,72.712,0.784,,,,,
356,07/24/2023 07:00:00 AM,72.677,0.893,,,,,
357,07/24/2023 08:00:00 AM,72.414,1.548,,,,,
358,07/24/2023 09:00:00 AM,71.883,2.730,,,,,
359,07/24/2023 10:00:00 AM,72.696,2.410,,,,,
360,07/24/2023 11:00:00 AM,73.627,2.195,,,,,
361,07/24/2023 12:00:00 PM,74.109,1.980,,,,,
362,07/24/2023 01:00:00 PM,74.199,1.980,,,,,
363,07/24/2023 02:00:00 PM,74.318,1.656,,,,,
364,07/24/2023 03:00:00 PM,74.129,1.764,,,,,
365,07/24/2023 04:00:00 PM,74.064,1.764,,,,,
366,07/24/2023 05:00:00 PM,74.276,1.112,,,,,
367,07/24/2023 06:00:00 PM,73.817,1.221,,,,,
368,07/24/2023 07:00:00 PM,73.711,1.548,,,,,
369,07/24/2023 08:00:00 PM,73.688,1.221,,,,,
370,07/24/2023 09:00:00 PM,73.557,1.112,,,,,
371,07/24/2023 10:00:00 PM,73.502,1.003,,,,,
372,07/24/2023 11:00:00 PM,73.351,1.112,,,,,
373,07/25/2023 12:00:00 AM,73.219,1.003,,,,,
374,07/25/2023 01:00:00 AM,72.998,0.893,,,,,
375,07/25/2023 02:00:00 AM,72.911,1.003,,,,,
376,07/25/2023 03:00:00 AM,72.882,0.893,,,,,
377,07/25/2023 04:00:00 AM,72.780,0.893,,,,,
378,07/25/2023 05:00:00 AM,72.728,0.893,,,,,
379,07/25/2023 06:00:00 AM,72.677,0.893,,,,,
380,07/25/2023 07:00:00 AM,72.603,1.003,,,,,
381,07/25/2023 08:00:00 AM,72.340,1.656,,,,,
382,07/25/2023 09:00:00 AM,72.002,2.410,,,,,
383,07/25/2023 10:00:00 AM,72.526,2.303,,,,,
384,07/25/2023 11:00:00 AM,72.940,1.980,,,,,
385,07/25/2023 12:00:00 PM,73.088,1.764,,,,,
386,07/25/2023 01:00:00 PM,73.245,1.439,,,,,
387,07/25/2023 02:00:00 PM,73.419,2.088,,,,,
388,07/25/2023 03:00:00 PM,73.303,2.088,,,,,
389,07/25/2023 04:00:00 PM,73.608,1.980,,,,,
390,07/25/2023 05:00:00 PM,73.688,1.656,,,,,
391,07/25/2023 06:00:00 PM,73.839,1.112,,,,,
392,07/25/2023 07:00:00 PM,73.923,0.893,,,,,
393,07/25/2023 08:00:00 PM,73.614,0.893,,,,,
394,07/25/2023 09:00:00 PM,73.165,0.893,,,,,
395,07/25/2023 10:00:00 PM,73.110,0.784,,,,,
396,07/25/2023 11:00:00 PM,72.969,0.784,,,,,
397,07/26/2023 12:00:00 AM,72.870,0.893,,,,,
398,07/26/2023 01:00:00 AM,72.751,0.784,,,,,
399,07/26/2023 02:00:00 AM,72.661,0.784,,,,,
400,07/26/2023 03:00:00 AM,72.648,0.784,,,,,
401,07/26/2023 04:00:00 AM,72.597,0.784,,,,,
402,07/26/2023 05:00:00 AM,72.581,0.674,,,,,
403,07/26/2023 06:00:00 AM,72.568,0.674,,,,,
404,07/26/2023 07:00:00 AM,72.545,0.784,,,,,
405,07/26/2023 08:00:00 AM,72.282,1.439,,,,,
406,07/26/2023 09:00:00 AM,71.787,2.517,,,,,
407,07/26/2023 10:00:00 AM,72.580,2.410,,,,,
408,07/26/2023 11:00:00 AM,73.550,2.195,,,,,
409,07/26/2023 12:00:00 PM,74.070,1.112,,,,,
410,07/26/2023 01:00:00 PM,73.965,1.439,,,,,
411,07/26/2023 02:00:00 PM,73.650,1.656,,,,,
412,07/26/2023 03:00:00 PM,73.226,2.088,,,,,
413,07/26/2023 04:00:00 PM,73.582,1.980,,,,,
414,07/26/2023 05:00:00 PM,73.769,1.330,,,,,
415,07/26/2023 06:00:00 PM,74.080,0.563,,,,,
416,07/26/2023 07:00:00 PM,73.897,0.453,,,,,
417,07/26/2023 08:00:00 PM,73.675,0.784,,,,,
418,07/26/2023 09:00:00 PM,73.261,0.674,,,,,
419,07/26/2023 10:00:00 PM,73.158,0.674,,,,,
420,07/26/2023 11:00:00 PM,73.020,0.784,,,,,
421,07/27/2023 12:00:00 AM,72.959,0.893,,,,,
422,07/27/2023 01:00:00 AM,72.972,0.893,,,,,
423,07/27/2023 02:00:00 AM,72.959,0.893,,,,,
424,07/27/2023 03:00:00 AM,72.921,0.893,,,,,
425,07/27/2023 04:00:00 AM,72.873,1.003,,,,,
426,07/27/2023 05:00:00 AM,72.860,1.003,,,,,
427,07/27/2023 06:00:00 AM,72.837,1.112,,,,,
428,07/27/2023 07:00:00 AM,72.802,1.221,,,,,
429,07/27/2023 08:00:00 AM,72.667,1.439,,,,,
430,07/27/2023 09:00:00 AM,72.529,1.980,,,,,
431,07/27/2023 10:00:00 AM,72.706,1.872,,,,,
432,07/27/2023 11:00:00 AM,73.287,1.548,,,,,
433,07/27/2023 12:00:00 PM,73.823,1.872,,,,,
434,07/27/2023 01:00:00 PM,73.576,1.764,,,,,
435,07/27/2023 02:00:00 PM,73.820,1.764,,,,,
436,07/27/2023 03:00:00 PM,73.920,1.221,,,,,
437,07/27/2023 04:00:00 PM,73.737,1.112,,,,,
438,07/27/2023 05:00:00 PM,73.586,1.656,,,,,
