Plot Title: 10662647,,,,,
#,"Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 10662647, SEN S/N: 10662647)","Temp, °C (LGR S/N: 10662647, SEN S/N: 10662647)",Coupler Detached (LGR S/N: 10662647),End Of File (LGR S/N: 10662647)
780,08/26/2019 11:00:00 AM,68.091,3.472,,
781,08/26/2019 12:00:00 PM,68.34,2.303,,
782,08/26/2019 01:00:00 PM,68.594,2.195,,
783,08/26/2019 02:00:00 PM,68.457,1.439,,
784,08/26/2019 03:00:00 PM,68.355,1.003,,
785,08/26/2019 04:00:00 PM,68.393,1.003,,
786,08/26/2019 05:00:00 PM,68.233,0.784,,
787,08/26/2019 06:00:00 PM,68.14,0.674,,
788,08/26/2019 07:00:00 PM,68.022,0.563,,
789,08/26/2019 08:00:00 PM,67.916,0.453,,
790,08/26/2019 09:00:00 PM,67.932,0.563,,
791,08/26/2019 10:00:00 PM,67.855,0.563,,
792,08/26/2019 11:00:00 PM,67.906,0.563,,
793,08/27/2019 12:00:00 AM,67.737,0.453,,
794,08/27/2019 01:00:00 AM,67.701,0.563,,
795,08/27/2019 02:00:00 AM,67.679,0.674,,
796,08/27/2019 03:00:00 AM,67.743,0.674,,
797,08/27/2019 04:00:00 AM,67.775,0.893,,
798,08/27/2019 05:00:00 AM,67.742,1.112,,
799,08/27/2019 06:00:00 AM,67.771,1.221,,
800,08/27/2019 07:00:00 AM,67.851,1.33,,
801,08/27/2019 08:00:00 AM,67.838,1.33,,
802,08/27/2019 09:00:00 AM,67.915,1.33,,
803,08/27/2019 10:00:00 AM,67.969,1.439,,
804,08/27/2019 11:00:00 AM,68.046,1.872,,
805,08/27/2019 12:00:00 PM,68.084,1.872,,
806,08/27/2019 01:00:00 PM,68.274,1.33,,
807,08/27/2019 02:00:00 PM,68.352,0.893,,
808,08/27/2019 03:00:00 PM,68.233,0.784,,
809,08/27/2019 04:00:00 PM,68.057,0.453,,
810,08/27/2019 05:00:00 PM,68.006,0.453,,
811,08/27/2019 06:00:00 PM,68.016,0.343,,
812,08/27/2019 07:00:00 PM,67.913,0.343,,
813,08/27/2019 08:00:00 PM,67.785,0.343,,
814,08/27/2019 09:00:00 PM,67.846,0.232,,
815,08/27/2019 10:00:00 PM,67.82,0.232,,
816,08/27/2019 11:00:00 PM,67.714,0.121,,
817,08/28/2019 12:00:00 AM,67.692,0.232,,
818,08/28/2019 01:00:00 AM,67.692,0.232,,
819,08/28/2019 02:00:00 AM,67.746,0.343,,
820,08/28/2019 03:00:00 AM,67.695,0.343,,
821,08/28/2019 04:00:00 AM,67.64,0.674,,
822,08/28/2019 05:00:00 AM,67.604,1.221,,
823,08/28/2019 06:00:00 AM,67.754,1.548,,
824,08/28/2019 07:00:00 AM,67.734,2.624,,
825,08/28/2019 08:00:00 AM,67.871,2.943,,
826,08/28/2019 09:00:00 AM,68.028,3.049,,
827,08/28/2019 10:00:00 AM,68.178,3.367,,
828,08/28/2019 11:00:00 AM,68.282,2.517,,
829,08/28/2019 12:00:00 PM,68.288,2.73,,
830,08/28/2019 01:00:00 PM,68.299,2.195,,
831,08/28/2019 02:00:00 PM,68.319,1.548,,
832,08/28/2019 03:00:00 PM,68.227,1.003,,
833,08/28/2019 04:00:00 PM,68.211,0.893,,
834,08/28/2019 05:00:00 PM,68.102,0.674,,
835,08/28/2019 06:00:00 PM,68.047,0.563,,
836,08/28/2019 07:00:00 PM,67.996,0.563,,
837,08/28/2019 08:00:00 PM,67.865,0.453,,
838,08/28/2019 09:00:00 PM,67.839,0.453,,
839,08/28/2019 10:00:00 PM,67.81,0.343,,
840,08/28/2019 11:00:00 PM,67.733,0.343,,
841,08/29/2019 12:00:00 AM,67.644,0.343,,
842,08/29/2019 01:00:00 AM,67.644,0.343,,
843,08/29/2019 02:00:00 AM,67.708,0.343,,
844,08/29/2019 03:00:00 AM,67.737,0.453,,
845,08/29/2019 04:00:00 AM,67.736,0.893,,
846,08/29/2019 05:00:00 AM,67.637,1.003,,
847,08/29/2019 06:00:00 AM,67.687,1.872,,
848,08/29/2019 07:00:00 AM,67.804,2.41,,
849,08/29/2019 08:00:00 AM,67.984,2.41,,
850,08/29/2019 09:00:00 AM,68.122,2.73,,
851,08/29/2019 10:00:00 AM,68.247,2.624,,
852,08/29/2019 11:00:00 AM,68.309,2.088,,
853,08/29/2019 12:00:00 PM,68.46,1.548,,
854,08/29/2019 01:00:00 PM,68.467,1.33,,
855,08/29/2019 02:00:00 PM,68.4,1.221,,
856,08/29/2019 03:00:00 PM,68.339,0.893,,
857,08/29/2019 04:00:00 PM,68.166,0.674,,
858,08/29/2019 05:00:00 PM,68.137,0.563,,
859,08/29/2019 06:00:00 PM,68.07,0.453,,
860,08/29/2019 07:00:00 PM,67.955,0.453,,
861,08/29/2019 08:00:00 PM,67.839,0.453,,
862,08/29/2019 09:00:00 PM,67.765,0.563,,
863,08/29/2019 10:00:00 PM,67.701,0.563,,
864,08/29/2019 11:00:00 PM,67.624,0.563,,
865,08/30/2019 12:00:00 AM,67.547,0.563,,
866,08/30/2019 01:00:00 AM,67.56,0.563,,
867,08/30/2019 02:00:00 AM,67.544,0.453,,
868,08/30/2019 03:00:00 AM,67.55,0.674,,
869,08/30/2019 04:00:00 AM,67.547,0.563,,
870,08/30/2019 05:00:00 AM,67.459,1.548,,
871,08/30/2019 06:00:00 AM,67.561,2.41,,
872,08/30/2019 07:00:00 AM,67.736,3.155,,
873,08/30/2019 08:00:00 AM,68.066,3.049,,
874,08/30/2019 09:00:00 AM,68.177,2.41,,
875,08/30/2019 10:00:00 AM,68.835,1.656,,
876,08/30/2019 11:00:00 AM,68.738,2.303,,
877,08/30/2019 12:00:00 PM,68.854,1.872,,
878,08/30/2019 01:00:00 PM,68.666,1.112,,
879,08/30/2019 02:00:00 PM,68.236,1.33,,
880,08/30/2019 03:00:00 PM,68.134,0.893,,
881,08/30/2019 04:00:00 PM,68.051,0.674,,
882,08/30/2019 05:00:00 PM,67.996,0.563,,
883,08/30/2019 06:00:00 PM,67.916,0.453,,
884,08/30/2019 07:00:00 PM,67.775,0.453,,
885,08/30/2019 08:00:00 PM,67.644,0.343,,
886,08/30/2019 09:00:00 PM,67.605,0.343,,
887,08/30/2019 10:00:00 PM,67.499,0.232,,
888,08/30/2019 11:00:00 PM,67.474,0.232,,
889,08/31/2019 12:00:00 AM,67.4,0.343,,
890,08/31/2019 01:00:00 AM,67.349,0.343,,
891,08/31/2019 02:00:00 AM,67.362,0.343,,
892,08/31/2019 03:00:00 AM,67.339,0.453,,
893,08/31/2019 04:00:00 AM,67.31,0.784,,
894,08/31/2019 05:00:00 AM,67.309,1.221,,
895,08/31/2019 06:00:00 AM,67.334,2.088,,
896,08/31/2019 07:00:00 AM,67.653,2.943,,
897,08/31/2019 08:00:00 AM,68.026,2.517,,
898,08/31/2019 09:00:00 AM,68.529,2.624,,
899,08/31/2019 10:00:00 AM,68.518,1.764,,
900,08/31/2019 11:00:00 AM,68.307,1.112,,
901,08/31/2019 12:00:00 PM,68.145,1.764,,
902,08/31/2019 01:00:00 PM,68.389,1.764,,
903,08/31/2019 02:00:00 PM,68.531,1.33,,
904,08/31/2019 03:00:00 PM,68.377,0.893,,
905,08/31/2019 04:00:00 PM,68.137,0.563,,
906,08/31/2019 05:00:00 PM,68.06,0.563,,
907,08/31/2019 06:00:00 PM,67.852,0.453,,
908,08/31/2019 07:00:00 PM,67.839,0.453,,
909,08/31/2019 08:00:00 PM,67.759,0.343,,
910,08/31/2019 09:00:00 PM,67.682,0.343,,
911,08/31/2019 10:00:00 PM,67.605,0.343,,
912,08/31/2019 11:00:00 PM,67.602,0.232,,
913,09/01/2019 12:00:00 AM,67.538,0.232,,
914,09/01/2019 01:00:00 AM,67.564,0.232,,
915,09/01/2019 02:00:00 AM,67.522,0.121,,
916,09/01/2019 03:00:00 AM,67.487,0.232,,
917,09/01/2019 04:00:00 AM,67.49,0.343,,
918,09/01/2019 05:00:00 AM,67.553,1.221,,
919,09/01/2019 06:00:00 AM,67.539,2.088,,
920,09/01/2019 07:00:00 AM,67.65,2.837,,
921,09/01/2019 08:00:00 AM,68.166,2.943,,
922,09/01/2019 09:00:00 AM,68.827,2.73,,
923,09/01/2019 10:00:00 AM,69.21,1.764,,
924,09/01/2019 11:00:00 AM,68.717,1.548,,
925,09/01/2019 12:00:00 PM,69.15,1.439,,
926,09/01/2019 01:00:00 PM,68.371,1.112,,
927,09/01/2019 02:00:00 PM,68.384,1.112,,
928,09/01/2019 03:00:00 PM,68.355,1.003,,
929,09/01/2019 04:00:00 PM,68.24,0.563,,
930,09/01/2019 05:00:00 PM,68.009,0.563,,
931,09/01/2019 06:00:00 PM,67.903,0.453,,
932,09/01/2019 07:00:00 PM,67.762,0.453,,
933,09/01/2019 08:00:00 PM,67.685,0.453,,
934,09/01/2019 09:00:00 PM,67.711,0.453,,
935,09/01/2019 10:00:00 PM,67.66,0.453,,
936,09/01/2019 11:00:00 PM,67.57,0.453,,
937,09/02/2019 12:00:00 AM,67.518,0.453,,
938,09/02/2019 01:00:00 AM,67.522,0.563,,
939,09/02/2019 02:00:00 AM,67.554,0.343,,
940,09/02/2019 03:00:00 AM,67.57,0.453,,
941,09/02/2019 04:00:00 AM,67.525,0.674,,
942,09/02/2019 05:00:00 AM,67.53,1.33,,
943,09/02/2019 06:00:00 AM,67.613,1.548,,
944,09/02/2019 07:00:00 AM,67.667,2.088,,
945,09/02/2019 08:00:00 AM,68.12,1.764,,
946,09/02/2019 09:00:00 AM,68.235,1.764,,
947,09/02/2019 10:00:00 AM,68.542,2.624,,
948,09/02/2019 11:00:00 AM,68.707,1.656,,
949,09/02/2019 12:00:00 PM,68.572,1.872,,
950,09/02/2019 01:00:00 PM,68.681,1.656,,
951,09/02/2019 02:00:00 PM,68.541,1.221,,
952,09/02/2019 03:00:00 PM,68.39,0.893,,
953,09/02/2019 04:00:00 PM,68.265,0.563,,
954,09/02/2019 05:00:00 PM,68.057,0.453,,
955,09/02/2019 06:00:00 PM,67.852,0.453,,
956,09/02/2019 07:00:00 PM,67.762,0.453,,
957,09/02/2019 08:00:00 PM,67.685,0.453,,
958,09/02/2019 09:00:00 PM,67.66,0.453,,
959,09/02/2019 10:00:00 PM,67.595,0.453,,
960,09/02/2019 11:00:00 PM,67.595,0.453,,
961,09/03/2019 12:00:00 AM,67.506,0.453,,
962,09/03/2019 01:00:00 AM,67.49,0.343,,
963,09/03/2019 02:00:00 AM,67.448,0.232,,
964,09/03/2019 03:00:00 AM,67.474,0.232,,
965,09/03/2019 04:00:00 AM,67.531,0.453,,
966,09/03/2019 05:00:00 AM,67.489,1.221,,
967,09/03/2019 06:00:00 AM,67.513,2.088,,
968,09/03/2019 07:00:00 AM,67.983,2.837,,
969,09/03/2019 08:00:00 AM,68.491,2.195,,
970,09/03/2019 09:00:00 AM,68.69,2.41,,
971,09/03/2019 10:00:00 AM,69.118,1.221,,
972,09/03/2019 11:00:00 AM,68.791,1.439,,
973,09/03/2019 12:00:00 PM,69.034,1.439,,
974,09/03/2019 01:00:00 PM,68.605,1.221,,
975,09/03/2019 02:00:00 PM,68.409,1.112,,
976,09/03/2019 03:00:00 PM,68.272,0.784,,
977,09/03/2019 04:00:00 PM,68.157,0.343,,
978,09/03/2019 05:00:00 PM,67.99,0.343,,
979,09/03/2019 06:00:00 PM,67.798,0.343,,
980,09/03/2019 07:00:00 PM,67.656,0.343,,
981,09/03/2019 08:00:00 PM,67.564,0.232,,
982,09/03/2019 09:00:00 PM,67.499,0.232,,
983,09/03/2019 10:00:00 PM,67.477,0.343,,
984,09/03/2019 11:00:00 PM,67.525,0.674,,
985,09/04/2019 12:00:00 AM,67.522,0.563,,
986,09/04/2019 01:00:00 AM,67.403,0.453,,
987,09/04/2019 02:00:00 AM,67.416,0.453,,
988,09/04/2019 03:00:00 AM,67.419,0.563,,
989,09/04/2019 04:00:00 AM,67.4,0.784,,
990,09/04/2019 05:00:00 AM,67.389,1.33,,
991,09/04/2019 06:00:00 AM,67.417,1.872,,
992,09/04/2019 07:00:00 AM,67.462,1.656,,
993,09/04/2019 08:00:00 AM,67.475,2.088,,
994,09/04/2019 09:00:00 AM,67.879,3.683,,
995,09/04/2019 10:00:00 AM,68.576,3.367,,
996,09/04/2019 11:00:00 AM,69.069,2.195,,
997,09/04/2019 12:00:00 PM,70.029,1.656,,
998,09/04/2019 01:00:00 PM,69.4,1.221,,
999,09/04/2019 02:00:00 PM,68.653,1.112,,
1000,09/04/2019 03:00:00 PM,68.198,0.893,,
1001,09/04/2019 04:00:00 PM,68.374,0.784,,
1002,09/04/2019 05:00:00 PM,68.137,0.563,,
1003,09/04/2019 06:00:00 PM,67.983,0.563,,
1004,09/04/2019 07:00:00 PM,67.881,0.563,,
1005,09/04/2019 08:00:00 PM,67.813,0.453,,
1006,09/04/2019 09:00:00 PM,67.724,0.453,,
1007,09/04/2019 10:00:00 PM,67.672,0.453,,
1008,09/04/2019 11:00:00 PM,67.608,0.453,,
1009,09/05/2019 12:00:00 AM,67.544,0.453,,
1010,09/05/2019 01:00:00 AM,67.583,0.453,,
1011,09/05/2019 02:00:00 AM,67.583,0.453,,
1012,09/05/2019 03:00:00 AM,67.608,0.453,,
1013,09/05/2019 04:00:00 AM,67.611,0.563,,
1014,09/05/2019 05:00:00 AM,67.659,0.893,,
1015,09/05/2019 06:00:00 AM,67.668,1.221,,
1016,09/05/2019 07:00:00 AM,67.613,1.98,,
1017,09/05/2019 08:00:00 AM,67.826,2.73,,
1018,09/05/2019 09:00:00 AM,68.423,2.517,,
1019,09/05/2019 10:00:00 AM,68.799,2.624,,
1020,09/05/2019 11:00:00 AM,69.143,2.088,,
1021,09/05/2019 12:00:00 PM,68.983,1.872,,
1022,09/05/2019 01:00:00 PM,68.749,1.33,,
1023,09/05/2019 02:00:00 PM,68.506,0.893,,
1024,09/05/2019 03:00:00 PM,68.384,0.674,,
1025,09/05/2019 04:00:00 PM,68.291,0.563,,
1026,09/05/2019 05:00:00 PM,68.019,0.453,,
1027,09/05/2019 06:00:00 PM,67.868,0.563,,
1028,09/05/2019 07:00:00 PM,67.842,0.563,,
1029,09/05/2019 08:00:00 PM,67.762,0.453,,
1030,09/05/2019 09:00:00 PM,67.675,0.563,,
1031,09/05/2019 10:00:00 PM,67.611,0.563,,
1032,09/05/2019 11:00:00 PM,67.522,0.563,,
1033,09/06/2019 12:00:00 AM,67.509,0.563,,
1034,09/06/2019 01:00:00 AM,67.483,0.563,,
1035,09/06/2019 02:00:00 AM,67.509,0.563,,
1036,09/06/2019 03:00:00 AM,67.445,0.563,,
1037,09/06/2019 04:00:00 AM,67.47,0.563,,
1038,09/06/2019 05:00:00 AM,67.476,0.784,,
1039,09/06/2019 06:00:00 AM,67.463,1.221,,
1040,09/06/2019 07:00:00 AM,67.456,1.439,,
1041,09/06/2019 08:00:00 AM,67.539,1.656,,
1042,09/06/2019 09:00:00 AM,67.863,2.195,,
1043,09/06/2019 10:00:00 AM,68.206,2.088,,
1044,09/06/2019 11:00:00 AM,68.209,2.195,,
1045,09/06/2019 12:00:00 PM,68.184,1.764,,
1046,09/06/2019 01:00:00 PM,68.255,1.112,,
1047,09/06/2019 02:00:00 PM,68.108,1.33,,
1048,09/06/2019 03:00:00 PM,68.095,0.893,,
1049,09/06/2019 04:00:00 PM,68.047,0.563,,
1050,09/06/2019 05:00:00 PM,67.836,0.343,,
1051,09/06/2019 06:00:00 PM,67.733,0.343,,
1052,09/06/2019 07:00:00 PM,67.708,0.343,,
1053,09/06/2019 08:00:00 PM,67.634,0.453,,
1054,09/06/2019 09:00:00 PM,67.605,0.343,,
1055,09/06/2019 10:00:00 PM,67.528,0.343,,
1056,09/06/2019 11:00:00 PM,67.512,0.232,,
1057,09/07/2019 12:00:00 AM,67.458,0.121,,
1058,09/07/2019 01:00:00 AM,67.445,0.121,,
1059,09/07/2019 02:00:00 AM,67.468,0.01,,
1060,09/07/2019 03:00:00 AM,67.48,0.01,,
1061,09/07/2019 04:00:00 AM,67.484,0.121,,
1062,09/07/2019 05:00:00 AM,67.515,0.784,,
1063,09/07/2019 06:00:00 AM,67.514,1.221,,
1064,09/07/2019 07:00:00 AM,67.516,2.195,,
1065,09/07/2019 08:00:00 AM,68.003,2.624,,
1066,09/07/2019 09:00:00 AM,68.353,2.73,,
1067,09/07/2019 10:00:00 AM,68.658,2.195,,
1068,09/07/2019 11:00:00 AM,69.201,1.872,,
1069,09/07/2019 12:00:00 PM,68.909,1.548,,
1070,09/07/2019 01:00:00 PM,68.582,1.33,,
1071,09/07/2019 02:00:00 PM,68.159,0.893,,
1072,09/07/2019 03:00:00 PM,68.224,0.453,,
1073,09/07/2019 04:00:00 PM,68.208,0.343,,
1074,09/07/2019 05:00:00 PM,67.948,0.232,,
1075,09/07/2019 06:00:00 PM,67.859,0.232,,
1076,09/07/2019 07:00:00 PM,67.782,0.232,,
1077,09/07/2019 08:00:00 PM,67.679,0.232,,
1078,09/07/2019 09:00:00 PM,67.615,0.232,,
1079,09/07/2019 10:00:00 PM,67.576,0.232,,
1080,09/07/2019 11:00:00 PM,67.538,0.232,,
1081,09/08/2019 12:00:00 AM,67.499,0.232,,
1082,09/08/2019 01:00:00 AM,67.512,0.232,,
1083,09/08/2019 02:00:00 AM,67.525,0.232,,
1084,09/08/2019 03:00:00 AM,67.512,0.232,,
1085,09/08/2019 04:00:00 AM,67.512,0.232,,
1086,09/08/2019 05:00:00 AM,67.528,0.784,,
1087,09/08/2019 06:00:00 AM,67.559,1.439,,
1088,09/08/2019 07:00:00 AM,67.516,2.195,,
1089,09/08/2019 08:00:00 AM,68.177,2.41,,
1090,09/08/2019 09:00:00 AM,68.504,2.195,,
1091,09/08/2019 10:00:00 AM,68.713,1.872,,
1092,09/08/2019 11:00:00 AM,68.511,1.548,,
1093,09/08/2019 12:00:00 PM,68.37,1.98,,
1094,09/08/2019 01:00:00 PM,68.588,1.548,,
1095,09/08/2019 02:00:00 PM,68.534,1.003,,
1096,09/08/2019 03:00:00 PM,68.281,0.674,,
1097,09/08/2019 04:00:00 PM,68.108,0.453,,
1098,09/08/2019 05:00:00 PM,68.006,0.453,,
1099,09/08/2019 06:00:00 PM,67.862,0.343,,
1100,09/08/2019 07:00:00 PM,67.733,0.343,,
1101,09/08/2019 08:00:00 PM,67.653,0.232,,
1102,09/08/2019 09:00:00 PM,67.602,0.232,,
1103,09/08/2019 10:00:00 PM,67.525,0.232,,
1104,09/08/2019 11:00:00 PM,67.499,0.232,,
1105,09/09/2019 12:00:00 AM,67.461,0.232,,
1106,09/09/2019 01:00:00 AM,67.397,0.232,,
1107,09/09/2019 02:00:00 AM,67.423,0.232,,
1108,09/09/2019 03:00:00 AM,67.397,0.232,,
1109,09/09/2019 04:00:00 AM,67.4,0.343,,
1110,09/09/2019 05:00:00 AM,67.425,0.784,,
1111,09/09/2019 06:00:00 AM,67.402,1.33,,
1112,09/09/2019 07:00:00 AM,67.392,1.439,,
1113,09/09/2019 08:00:00 AM,67.36,1.656,,
1114,09/09/2019 09:00:00 AM,67.498,1.548,,
1115,09/09/2019 10:00:00 AM,67.661,1.872,,
1116,09/09/2019 11:00:00 AM,68.001,1.656,,
1117,09/09/2019 12:00:00 PM,67.893,1.439,,
1118,09/09/2019 01:00:00 PM,67.989,1.221,,
1119,09/09/2019 02:00:00 PM,67.848,1.221,,
1120,09/09/2019 03:00:00 PM,67.986,0.674,,
1121,09/09/2019 04:00:00 PM,67.698,0.453,,
1122,09/09/2019 05:00:00 PM,67.56,0.563,,
1123,09/09/2019 06:00:00 PM,67.445,0.563,,
1124,09/09/2019 07:00:00 PM,67.381,0.563,,
1125,09/09/2019 08:00:00 PM,67.262,0.453,,
1126,09/09/2019 09:00:00 PM,67.22,0.343,,
1127,09/09/2019 10:00:00 PM,67.159,0.453,,
1128,09/09/2019 11:00:00 PM,67.131,0.343,,
1129,09/10/2019 12:00:00 AM,67.035,0.121,,
1130,09/10/2019 01:00:00 AM,67.038,0.232,,
1131,09/10/2019 02:00:00 AM,67.096,0.01,,
1132,09/10/2019 03:00:00 AM,67.15,0.121,,
1133,09/10/2019 04:00:00 AM,67.237,0.01,,
1134,09/10/2019 05:00:00 AM,67.272,0.343,,
1135,09/10/2019 06:00:00 AM,67.301,0.453,,
1136,09/10/2019 07:00:00 AM,67.329,1.003,,
1137,09/10/2019 08:00:00 AM,67.366,1.872,,
1138,09/10/2019 09:00:00 AM,67.338,1.33,,
1139,09/10/2019 10:00:00 AM,67.344,1.548,,
1140,09/10/2019 11:00:00 AM,67.401,1.764,,
1141,09/10/2019 12:00:00 PM,67.372,2.088,,
1142,09/10/2019 01:00:00 PM,67.482,1.439,,
1143,09/10/2019 02:00:00 PM,67.502,0.784,,
1144,09/10/2019 03:00:00 PM,67.532,0.01,,
1145,09/10/2019 04:00:00 PM,67.647,0.01,,
1146,09/10/2019 05:00:00 PM,67.737,0.01,,
1147,09/10/2019 06:00:00 PM,67.801,0.01,,
1148,09/10/2019 07:00:00 PM,67.827,0.01,,
1149,09/10/2019 08:00:00 PM,67.865,0.01,,
1150,09/10/2019 09:00:00 PM,67.891,0.01,,
1151,09/10/2019 10:00:00 PM,67.968,0.01,,
1152,09/10/2019 11:00:00 PM,68.045,0.01,,
1153,09/11/2019 12:00:00 AM,68.083,0.01,,
1154,09/11/2019 01:00:00 AM,68.147,0.01,,
1155,09/11/2019 02:00:00 AM,68.259,-0.102,,
1156,09/11/2019 03:00:00 AM,68.327,0.01,,
1157,09/11/2019 04:00:00 AM,68.442,0.01,,
1158,09/11/2019 05:00:00 AM,68.417,0.01,,
1159,09/11/2019 06:00:00 AM,68.07,0.01,,
1160,09/11/2019 07:00:00 AM,67.762,0.453,,
1161,09/11/2019 08:00:00 AM,67.739,1.439,,
1162,09/11/2019 09:00:00 AM,67.699,1.872,,
1163,09/11/2019 10:00:00 AM,67.709,2.195,,
1164,09/11/2019 11:00:00 AM,67.673,2.303,,
1165,09/11/2019 12:00:00 PM,67.664,1.98,,
1166,09/11/2019 01:00:00 PM,67.716,1.548,,
1167,09/11/2019 02:00:00 PM,67.778,1.003,,
1168,09/11/2019 03:00:00 PM,67.775,0.453,,
1169,09/11/2019 04:00:00 PM,67.83,0.121,,
1170,09/11/2019 05:00:00 PM,67.878,0.01,,
1171,09/11/2019 06:00:00 PM,67.827,0.01,,
1172,09/11/2019 07:00:00 PM,67.852,0.01,,
1173,09/11/2019 08:00:00 PM,67.865,0.01,,
1174,09/11/2019 09:00:00 PM,67.878,0.01,,
1175,09/11/2019 10:00:00 PM,67.904,0.01,,
1176,09/11/2019 11:00:00 PM,67.929,0.01,,
1177,09/12/2019 12:00:00 AM,67.981,0.01,,
1178,09/12/2019 01:00:00 AM,68.057,0.01,,
1179,09/12/2019 02:00:00 AM,68.109,0.01,,
1180,09/12/2019 03:00:00 AM,68.211,0.01,,
1181,09/12/2019 04:00:00 AM,68.186,0.01,,
1182,09/12/2019 05:00:00 AM,68.083,0.01,,
1183,09/12/2019 06:00:00 AM,67.861,0.784,,
1184,09/12/2019 07:00:00 AM,67.803,1.439,,
1185,09/12/2019 08:00:00 AM,67.745,1.221,,
1186,09/12/2019 09:00:00 AM,67.667,2.088,,
1187,09/12/2019 10:00:00 AM,67.627,1.112,,
1188,09/12/2019 11:00:00 AM,67.594,1.33,,
1189,09/12/2019 12:00:00 PM,67.614,1.112,,
1190,09/12/2019 01:00:00 PM,67.682,0.784,,
