"Plot Title: 10662647"
"#","Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 10662647, SEN S/N: 10662647)","Temp, °C (LGR S/N: 10662647, SEN S/N: 10662647)","Coupler Detached (LGR S/N: 10662647)","End Of File (LGR S/N: 10662647)"
241,08/04/2019 12:00:00 AM,91.853,23.581,,
242,08/04/2019 01:00:00 AM,91.863,23.484,,
243,08/04/2019 02:00:00 AM,91.950,23.388,,
244,08/04/2019 03:00:00 AM,92.012,23.292,,
245,08/04/2019 04:00:00 AM,92.086,23.196,,
246,08/04/2019 05:00:00 AM,92.147,23.100,,
247,08/04/2019 06:00:00 AM,92.199,23.100,,
248,08/04/2019 07:00:00 AM,92.287,23.004,,
249,08/04/2019 08:00:00 AM,92.287,23.004,,
250,08/04/2019 09:00:00 AM,92.287,23.004,,
251,08/04/2019 10:00:00 AM,92.270,22.908,,
252,08/04/2019 11:00:00 AM,92.218,22.908,,
253,08/04/2019 12:00:00 PM,92.205,22.908,,
254,08/04/2019 01:00:00 PM,92.140,22.908,,
255,08/04/2019 02:00:00 PM,92.111,22.812,,
256,08/04/2019 03:00:00 PM,92.150,22.812,,
257,08/04/2019 04:00:00 PM,92.176,22.812,,
258,08/04/2019 05:00:00 PM,92.176,22.812,,
259,08/04/2019 06:00:00 PM,92.189,22.812,,
260,08/04/2019 07:00:00 PM,92.150,22.812,,
261,08/04/2019 08:00:00 PM,92.108,22.717,,
262,08/04/2019 09:00:00 PM,92.082,22.717,,
263,08/04/2019 10:00:00 PM,92.082,22.717,,
264,08/04/2019 11:00:00 PM,92.056,22.717,,
265,08/05/2019 12:00:00 AM,92.082,22.717,,
266,08/05/2019 01:00:00 AM,92.069,22.717,,
267,08/05/2019 02:00:00 AM,92.026,22.621,,
268,08/05/2019 03:00:00 AM,92.039,22.621,,
269,08/05/2019 04:00:00 AM,92.078,22.621,,
270,08/05/2019 05:00:00 AM,92.091,22.621,,
271,08/05/2019 06:00:00 AM,92.039,22.621,,
272,08/05/2019 07:00:00 AM,92.026,22.621,,
273,08/05/2019 08:00:00 AM,91.987,22.621,,
274,08/05/2019 09:00:00 AM,91.948,22.621,,
275,08/05/2019 10:00:00 AM,91.897,22.621,,
276,08/05/2019 11:00:00 AM,91.845,22.621,,
277,08/05/2019 12:00:00 PM,91.819,22.621,,
278,08/05/2019 01:00:00 PM,91.780,22.621,,
279,08/05/2019 02:00:00 PM,91.754,22.621,,
280,08/05/2019 03:00:00 PM,91.754,22.621,,
281,08/05/2019 04:00:00 PM,91.754,22.621,,
282,08/05/2019 05:00:00 PM,91.793,22.621,,
283,08/05/2019 06:00:00 PM,91.793,22.621,,
284,08/05/2019 07:00:00 PM,91.754,22.621,,
285,08/05/2019 08:00:00 PM,91.741,22.621,,
286,08/05/2019 09:00:00 PM,91.767,22.621,,
287,08/05/2019 10:00:00 PM,91.715,22.621,,
288,08/05/2019 11:00:00 PM,91.702,22.621,,
289,08/06/2019 12:00:00 AM,91.754,22.621,,
290,08/06/2019 01:00:00 AM,91.767,22.621,,
291,08/06/2019 02:00:00 AM,91.819,22.621,,
292,08/06/2019 03:00:00 AM,91.832,22.621,,
293,08/06/2019 04:00:00 AM,91.858,22.621,,
294,08/06/2019 05:00:00 AM,91.910,22.621,,
295,08/06/2019 06:00:00 AM,91.884,22.621,,
296,08/06/2019 07:00:00 AM,91.910,22.621,,
297,08/06/2019 08:00:00 AM,91.897,22.621,,
298,08/06/2019 09:00:00 AM,91.884,22.621,,
299,08/06/2019 10:00:00 AM,91.871,22.621,,
300,08/06/2019 11:00:00 AM,91.884,22.621,,
301,08/06/2019 12:00:00 PM,91.884,22.621,,
302,08/06/2019 01:00:00 PM,91.884,22.621,,
303,08/06/2019 02:00:00 PM,91.897,22.621,,
304,08/06/2019 03:00:00 PM,91.935,22.621,,
305,08/06/2019 04:00:00 PM,91.987,22.621,,
306,08/06/2019 05:00:00 PM,92.026,22.621,,
307,08/06/2019 06:00:00 PM,92.065,22.621,,
308,08/06/2019 07:00:00 PM,92.052,22.621,,
309,08/06/2019 08:00:00 PM,92.039,22.621,,
310,08/06/2019 09:00:00 PM,92.039,22.621,,
311,08/06/2019 10:00:00 PM,92.052,22.621,,
312,08/06/2019 11:00:00 PM,92.065,22.621,,
313,08/07/2019 12:00:00 AM,92.091,22.621,,
314,08/07/2019 01:00:00 AM,92.091,22.621,,
315,08/07/2019 02:00:00 AM,92.143,22.621,,
316,08/07/2019 03:00:00 AM,92.182,22.621,,
317,08/07/2019 04:00:00 AM,92.204,22.525,,
318,08/07/2019 05:00:00 AM,92.182,22.621,,
319,08/07/2019 06:00:00 AM,92.179,22.525,,
320,08/07/2019 07:00:00 AM,92.182,22.621,,
321,08/07/2019 08:00:00 AM,92.143,22.621,,
322,08/07/2019 09:00:00 AM,92.156,22.621,,
323,08/07/2019 10:00:00 AM,92.143,22.621,,
324,08/07/2019 11:00:00 AM,92.143,22.621,,
325,08/07/2019 12:00:00 PM,92.117,22.621,,
326,08/07/2019 01:00:00 PM,92.091,22.621,,
327,08/07/2019 02:00:00 PM,92.104,22.621,,
328,08/07/2019 03:00:00 PM,92.091,22.621,,
329,08/07/2019 04:00:00 PM,92.104,22.621,,
330,08/07/2019 05:00:00 PM,92.156,22.621,,
331,08/07/2019 06:00:00 PM,92.130,22.621,,
332,08/07/2019 07:00:00 PM,92.104,22.621,,
333,08/07/2019 08:00:00 PM,92.052,22.621,,
334,08/07/2019 09:00:00 PM,92.026,22.621,,
335,08/07/2019 10:00:00 PM,91.987,22.621,,
336,08/07/2019 11:00:00 PM,91.974,22.621,,
337,08/08/2019 12:00:00 AM,91.974,22.621,,
338,08/08/2019 01:00:00 AM,91.987,22.621,,
339,08/08/2019 02:00:00 AM,92.026,22.621,,
340,08/08/2019 03:00:00 AM,92.052,22.621,,
341,08/08/2019 04:00:00 AM,92.052,22.621,,
342,08/08/2019 05:00:00 AM,92.013,22.621,,
343,08/08/2019 06:00:00 AM,91.961,22.621,,
344,08/08/2019 07:00:00 AM,91.974,22.621,,
345,08/08/2019 08:00:00 AM,91.910,22.621,,
346,08/08/2019 09:00:00 AM,91.871,22.621,,
347,08/08/2019 10:00:00 AM,91.832,22.621,,
348,08/08/2019 11:00:00 AM,91.819,22.621,,
349,08/08/2019 12:00:00 PM,91.780,22.621,,
350,08/08/2019 01:00:00 PM,91.793,22.621,,
351,08/08/2019 02:00:00 PM,91.767,22.621,,
352,08/08/2019 03:00:00 PM,91.780,22.621,,
353,08/08/2019 04:00:00 PM,91.793,22.621,,
354,08/08/2019 05:00:00 PM,91.858,22.621,,
355,08/08/2019 06:00:00 PM,91.897,22.621,,
356,08/08/2019 07:00:00 PM,91.948,22.621,,
357,08/08/2019 08:00:00 PM,91.948,22.621,,
358,08/08/2019 09:00:00 PM,91.974,22.621,,
359,08/08/2019 10:00:00 PM,92.091,22.621,,
360,08/08/2019 11:00:00 PM,92.078,22.621,,
361,08/09/2019 12:00:00 AM,92.156,22.621,,
362,08/09/2019 01:00:00 AM,92.273,22.621,,
363,08/09/2019 02:00:00 AM,92.364,22.621,,
364,08/09/2019 03:00:00 AM,92.428,22.621,,
365,08/09/2019 04:00:00 AM,92.454,22.621,,
366,08/09/2019 05:00:00 AM,92.467,22.621,,
367,08/09/2019 06:00:00 AM,92.454,22.621,,
368,08/09/2019 07:00:00 AM,92.441,22.621,,
369,08/09/2019 08:00:00 AM,92.441,22.621,,
370,08/09/2019 09:00:00 AM,92.441,22.621,,
371,08/09/2019 10:00:00 AM,92.441,22.621,,
372,08/09/2019 11:00:00 AM,92.428,22.621,,
373,08/09/2019 12:00:00 PM,92.428,22.621,,
374,08/09/2019 01:00:00 PM,92.454,22.621,,
375,08/09/2019 02:00:00 PM,92.454,22.621,,
376,08/09/2019 03:00:00 PM,92.441,22.621,,
377,08/09/2019 04:00:00 PM,92.480,22.621,,
378,08/09/2019 05:00:00 PM,92.571,22.621,,
379,08/09/2019 06:00:00 PM,92.610,22.621,,
380,08/09/2019 07:00:00 PM,92.688,22.621,,
381,08/09/2019 08:00:00 PM,92.727,22.621,,
382,08/09/2019 09:00:00 PM,92.727,22.621,,
383,08/09/2019 10:00:00 PM,92.740,22.621,,
384,08/09/2019 11:00:00 PM,92.727,22.621,,
385,08/10/2019 12:00:00 AM,92.753,22.621,,
386,08/10/2019 01:00:00 AM,92.818,22.621,,
387,08/10/2019 02:00:00 AM,92.870,22.621,,
388,08/10/2019 03:00:00 AM,92.909,22.621,,
389,08/10/2019 04:00:00 AM,92.905,22.525,,
390,08/10/2019 05:00:00 AM,92.905,22.525,,
391,08/10/2019 06:00:00 AM,92.905,22.525,,
392,08/10/2019 07:00:00 AM,92.866,22.525,,
393,08/10/2019 08:00:00 AM,92.840,22.525,,
394,08/10/2019 09:00:00 AM,92.788,22.525,,
395,08/10/2019 10:00:00 AM,92.710,22.525,,
396,08/10/2019 11:00:00 AM,92.646,22.525,,
397,08/10/2019 12:00:00 PM,92.581,22.525,,
398,08/10/2019 01:00:00 PM,92.545,22.621,,
399,08/10/2019 02:00:00 PM,92.506,22.621,,
400,08/10/2019 03:00:00 PM,92.490,22.525,,
401,08/10/2019 04:00:00 PM,92.480,22.621,,
402,08/10/2019 05:00:00 PM,92.490,22.525,,
403,08/10/2019 06:00:00 PM,92.451,22.525,,
404,08/10/2019 07:00:00 PM,92.399,22.525,,
405,08/10/2019 08:00:00 PM,92.360,22.525,,
406,08/10/2019 09:00:00 PM,92.295,22.525,,
407,08/10/2019 10:00:00 PM,92.191,22.525,,
408,08/10/2019 11:00:00 PM,92.140,22.525,,
409,08/11/2019 12:00:00 AM,92.088,22.525,,
410,08/11/2019 01:00:00 AM,92.075,22.525,,
411,08/11/2019 02:00:00 AM,92.049,22.525,,
412,08/11/2019 03:00:00 AM,92.036,22.525,,
413,08/11/2019 04:00:00 AM,92.032,22.429,,
414,08/11/2019 05:00:00 AM,91.980,22.429,,
415,08/11/2019 06:00:00 AM,91.942,22.429,,
416,08/11/2019 07:00:00 AM,91.942,22.429,,
417,08/11/2019 08:00:00 AM,91.919,22.525,,
418,08/11/2019 09:00:00 AM,91.880,22.525,,
419,08/11/2019 10:00:00 AM,91.854,22.525,,
420,08/11/2019 11:00:00 AM,91.828,22.525,,
421,08/11/2019 12:00:00 PM,91.815,22.525,,
422,08/11/2019 01:00:00 PM,91.828,22.525,,
423,08/11/2019 02:00:00 PM,91.815,22.525,,
424,08/11/2019 03:00:00 PM,91.802,22.525,,
425,08/11/2019 04:00:00 PM,91.815,22.525,,
426,08/11/2019 05:00:00 PM,91.841,22.525,,
427,08/11/2019 06:00:00 PM,91.867,22.525,,
428,08/11/2019 07:00:00 PM,91.841,22.525,,
429,08/11/2019 08:00:00 PM,91.802,22.525,,
430,08/11/2019 09:00:00 PM,91.802,22.525,,
431,08/11/2019 10:00:00 PM,91.789,22.525,,
432,08/11/2019 11:00:00 PM,91.750,22.525,,
433,08/12/2019 12:00:00 AM,91.763,22.525,,
434,08/12/2019 01:00:00 AM,91.815,22.525,,
435,08/12/2019 02:00:00 AM,91.841,22.525,,
436,08/12/2019 03:00:00 AM,91.919,22.525,,
437,08/12/2019 04:00:00 AM,91.929,22.429,,
438,08/12/2019 05:00:00 AM,91.929,22.429,,
439,08/12/2019 06:00:00 AM,91.967,22.429,,
440,08/12/2019 07:00:00 AM,91.997,22.525,,
441,08/12/2019 08:00:00 AM,92.010,22.525,,
442,08/12/2019 09:00:00 AM,92.010,22.525,,
443,08/12/2019 10:00:00 AM,91.984,22.525,,
444,08/12/2019 11:00:00 AM,91.958,22.525,,
445,08/12/2019 12:00:00 PM,91.945,22.525,,
446,08/12/2019 01:00:00 PM,91.971,22.525,,
447,08/12/2019 02:00:00 PM,91.984,22.525,,
448,08/12/2019 03:00:00 PM,92.023,22.525,,
449,08/12/2019 04:00:00 PM,92.088,22.525,,
450,08/12/2019 05:00:00 PM,92.114,22.525,,
451,08/12/2019 06:00:00 PM,92.140,22.525,,
452,08/12/2019 07:00:00 PM,92.217,22.525,,
453,08/12/2019 08:00:00 PM,92.217,22.525,,
454,08/12/2019 09:00:00 PM,92.204,22.525,,
455,08/12/2019 10:00:00 PM,92.179,22.525,,
456,08/12/2019 11:00:00 PM,92.153,22.525,,
457,08/13/2019 12:00:00 AM,92.140,22.525,,
458,08/13/2019 01:00:00 AM,92.140,22.525,,
459,08/13/2019 02:00:00 AM,92.149,22.429,,
460,08/13/2019 03:00:00 AM,92.136,22.429,,
461,08/13/2019 04:00:00 AM,92.123,22.429,,
462,08/13/2019 05:00:00 AM,92.123,22.429,,
463,08/13/2019 06:00:00 AM,92.123,22.429,,
464,08/13/2019 07:00:00 AM,92.123,22.429,,
465,08/13/2019 08:00:00 AM,92.123,22.429,,
466,08/13/2019 09:00:00 AM,92.110,22.429,,
467,08/13/2019 10:00:00 AM,92.114,22.525,,
468,08/13/2019 11:00:00 AM,92.101,22.525,,
469,08/13/2019 12:00:00 PM,92.088,22.525,,
470,08/13/2019 01:00:00 PM,92.062,22.525,,
471,08/13/2019 02:00:00 PM,92.088,22.525,,
472,08/13/2019 03:00:00 PM,92.114,22.525,,
473,08/13/2019 04:00:00 PM,92.140,22.525,,
474,08/13/2019 05:00:00 PM,92.191,22.525,,
475,08/13/2019 06:00:00 PM,92.243,22.525,,
476,08/13/2019 07:00:00 PM,92.217,22.525,,
477,08/13/2019 08:00:00 PM,92.256,22.525,,
478,08/13/2019 09:00:00 PM,92.269,22.525,,
479,08/13/2019 10:00:00 PM,92.295,22.525,,
480,08/13/2019 11:00:00 PM,92.295,22.525,,
481,08/14/2019 12:00:00 AM,92.318,22.429,,
482,08/14/2019 01:00:00 AM,92.318,22.429,,
483,08/14/2019 02:00:00 AM,92.331,22.429,,
484,08/14/2019 03:00:00 AM,92.383,22.429,,
485,08/14/2019 04:00:00 AM,92.357,22.429,,
486,08/14/2019 05:00:00 AM,92.370,22.429,,
487,08/14/2019 06:00:00 AM,92.344,22.429,,
488,08/14/2019 07:00:00 AM,92.331,22.429,,
489,08/14/2019 08:00:00 AM,92.292,22.429,,
490,08/14/2019 09:00:00 AM,92.253,22.429,,
