Plot Title: 21752977,,,,,,,,
#,"Date Time, GMT+06:00","Abs Pres, kPa (LGR S/N: 21752977, SEN S/N: 21752977)","Temp, °C (LGR S/N: 21752977, SEN S/N: 21752977)",Coupler Detached (LGR S/N: 21752977),Coupler Attached (LGR S/N: 21752977),Host Connected (LGR S/N: 21752977),Stopped (LGR S/N: 21752977),End Of File (LGR S/N: 21752977)
124,07/14/2023 03:00:00 PM,65.499,14.804,,,,,
125,07/14/2023 04:00:00 PM,65.462,14.996,,,,,
126,07/14/2023 05:00:00 PM,65.442,14.996,,,,,
127,07/14/2023 06:00:00 PM,65.449,15.091,,,,,
128,07/14/2023 07:00:00 PM,65.469,14.804,,,,,
129,07/14/2023 08:00:00 PM,65.475,14.038,,,,,
130,07/14/2023 09:00:00 PM,65.578,12.11,,,,,
131,07/14/2023 10:00:00 PM,65.618,11.139,,,,,
132,07/14/2023 11:00:00 PM,65.553,10.944,,,,,
133,07/15/2023 12:00:00 AM,65.539,10.748,,,,,
134,07/15/2023 01:00:00 AM,65.54,10.357,,,,,
135,07/15/2023 02:00:00 AM,65.503,9.866,,,,,
136,07/15/2023 03:00:00 AM,65.456,9.768,,,,,
137,07/15/2023 04:00:00 AM,65.436,8.978,,,,,
138,07/15/2023 05:00:00 AM,65.426,8.581,,,,,
139,07/15/2023 06:00:00 AM,65.428,8.481,,,,,
140,07/15/2023 07:00:00 AM,65.405,8.182,,,,,
141,07/15/2023 08:00:00 AM,65.451,8.779,,,,,
142,07/15/2023 09:00:00 AM,65.451,9.571,,,,,
143,07/15/2023 10:00:00 AM,65.438,10.748,,,,,
144,07/15/2023 11:00:00 AM,65.4,11.722,,,,,
145,07/15/2023 12:00:00 PM,65.418,13.654,,,,,
146,07/15/2023 01:00:00 PM,65.384,15.76,,,,,
147,07/15/2023 02:00:00 PM,65.329,16.427,,,,,
148,07/15/2023 03:00:00 PM,65.279,17.475,,,,,
149,07/15/2023 04:00:00 PM,65.238,17.475,,,,,
150,07/15/2023 05:00:00 PM,65.218,17.475,,,,,
151,07/15/2023 06:00:00 PM,65.174,17.57,,,,,
152,07/15/2023 07:00:00 PM,65.21,16.903,,,,,
153,07/15/2023 08:00:00 PM,65.253,15.76,,,,,
154,07/15/2023 09:00:00 PM,65.271,14.134,,,,,
155,07/15/2023 10:00:00 PM,65.28,13.269,,,,,
156,07/15/2023 11:00:00 PM,65.273,12.883,,,,,
157,07/16/2023 12:00:00 AM,65.255,12.497,,,,,
158,07/16/2023 01:00:00 AM,65.242,11.625,,,,,
159,07/16/2023 02:00:00 AM,65.237,11.139,,,,,
160,07/16/2023 03:00:00 AM,65.225,10.846,,,,,
161,07/16/2023 04:00:00 AM,65.21,9.965,,,,,
162,07/16/2023 05:00:00 AM,65.188,9.275,,,,,
163,07/16/2023 06:00:00 AM,65.188,9.275,,,,,
164,07/16/2023 07:00:00 AM,65.213,9.077,,,,,
165,07/16/2023 08:00:00 AM,65.238,9.669,,,,,
166,07/16/2023 09:00:00 AM,65.238,10.748,,,,,
167,07/16/2023 10:00:00 AM,65.231,12.304,,,,,
168,07/16/2023 11:00:00 AM,65.238,13.942,,,,,
169,07/16/2023 12:00:00 PM,65.201,14.709,,,,,
170,07/16/2023 01:00:00 PM,65.174,16.523,,,,,
171,07/16/2023 02:00:00 PM,65.121,16.332,,,,,
172,07/16/2023 03:00:00 PM,65.149,16.141,,,,,
173,07/16/2023 04:00:00 PM,65.143,15.473,,,,,
174,07/16/2023 05:00:00 PM,65.157,14.804,,,,,
175,07/16/2023 06:00:00 PM,65.198,14.517,,,,,
176,07/16/2023 07:00:00 PM,65.228,14.23,,,,,
177,07/16/2023 08:00:00 PM,65.234,13.461,,,,,
178,07/16/2023 09:00:00 PM,65.232,12.594,,,,,
179,07/16/2023 10:00:00 PM,65.227,12.11,,,,,
180,07/16/2023 11:00:00 PM,65.233,11.916,,,,,
181,07/17/2023 12:00:00 AM,65.242,11.625,,,,,
182,07/17/2023 01:00:00 AM,65.261,11.334,,,,,
183,07/17/2023 02:00:00 AM,65.232,10.944,,,,,
184,07/17/2023 03:00:00 AM,65.215,10.846,,,,,
185,07/17/2023 04:00:00 AM,65.204,10.553,,,,,
186,07/17/2023 05:00:00 AM,65.215,10.161,,,,,
187,07/17/2023 06:00:00 AM,65.235,9.768,,,,,
188,07/17/2023 07:00:00 AM,65.228,9.669,,,,,
189,07/17/2023 08:00:00 AM,65.252,10.259,,,,,
190,07/17/2023 09:00:00 AM,65.281,10.651,,,,,
191,07/17/2023 10:00:00 AM,65.298,11.431,,,,,
192,07/17/2023 11:00:00 AM,65.314,11.236,,,,,
193,07/17/2023 12:00:00 PM,65.33,11.041,,,,,
194,07/17/2023 01:00:00 PM,65.311,11.334,,,,,
195,07/17/2023 02:00:00 PM,65.284,11.236,,,,,
196,07/17/2023 03:00:00 PM,65.28,11.041,,,,,
197,07/17/2023 04:00:00 PM,65.274,11.236,,,,,
198,07/17/2023 05:00:00 PM,65.266,9.373,,,,,
199,07/17/2023 06:00:00 PM,65.288,9.275,,,,,
200,07/17/2023 07:00:00 PM,65.283,9.077,,,,,
201,07/17/2023 08:00:00 PM,65.313,9.077,,,,,
202,07/17/2023 09:00:00 PM,65.346,8.581,,,,,
203,07/17/2023 10:00:00 PM,65.35,7.983,,,,,
204,07/17/2023 11:00:00 PM,65.321,7.481,,,,,
205,07/18/2023 12:00:00 AM,65.292,6.978,,,,,
206,07/18/2023 01:00:00 AM,65.262,6.471,,,,,
207,07/18/2023 02:00:00 AM,65.24,6.064,,,,,
208,07/18/2023 03:00:00 AM,65.218,5.655,,,,,
209,07/18/2023 04:00:00 AM,65.213,5.347,,,,,
210,07/18/2023 05:00:00 AM,65.21,4.934,,,,,
211,07/18/2023 06:00:00 AM,65.214,4.727,,,,,
212,07/18/2023 07:00:00 AM,65.227,4.519,,,,,
213,07/18/2023 08:00:00 AM,65.265,5.244,,,,,
214,07/18/2023 09:00:00 AM,65.294,6.37,,,,,
215,07/18/2023 10:00:00 AM,65.311,7.481,,,,,
216,07/18/2023 11:00:00 AM,65.326,9.373,,,,,
217,07/18/2023 12:00:00 PM,65.363,10.944,,,,,
218,07/18/2023 01:00:00 PM,65.346,12.497,,,,,
219,07/18/2023 02:00:00 PM,65.321,13.558,,,,,
220,07/18/2023 03:00:00 PM,65.338,13.654,,,,,
221,07/18/2023 04:00:00 PM,65.331,14.996,,,,,
222,07/18/2023 05:00:00 PM,65.328,15.378,,,,,
223,07/18/2023 06:00:00 PM,65.375,14.613,,,,,
224,07/18/2023 07:00:00 PM,65.402,13.846,,,,,
225,07/18/2023 08:00:00 PM,65.438,13.365,,,,,
226,07/18/2023 09:00:00 PM,65.456,12.497,,,,,
227,07/18/2023 10:00:00 PM,65.48,11.722,,,,,
228,07/18/2023 11:00:00 PM,65.49,11.041,,,,,
229,07/19/2023 12:00:00 AM,65.48,10.357,,,,,
230,07/19/2023 01:00:00 AM,65.466,9.768,,,,,
231,07/19/2023 02:00:00 AM,65.443,9.472,,,,,
232,07/19/2023 03:00:00 AM,65.423,9.077,,,,,
233,07/19/2023 04:00:00 AM,65.406,8.581,,,,,
234,07/19/2023 05:00:00 AM,65.423,8.282,,,,,
235,07/19/2023 06:00:00 AM,65.428,8.082,,,,,
236,07/19/2023 07:00:00 AM,65.493,8.282,,,,,
237,07/19/2023 08:00:00 AM,65.488,8.481,,,,,
238,07/19/2023 09:00:00 AM,65.518,8.481,,,,,
239,07/19/2023 10:00:00 AM,65.523,8.282,,,,,
240,07/19/2023 11:00:00 AM,65.543,8.282,,,,,
241,07/19/2023 12:00:00 PM,65.525,8.182,,,,,
242,07/19/2023 01:00:00 PM,65.501,9.176,,,,,
243,07/19/2023 02:00:00 PM,65.466,10.846,,,,,
244,07/19/2023 03:00:00 PM,65.387,11.819,,,,,
245,07/19/2023 04:00:00 PM,65.329,12.401,,,,,
246,07/19/2023 05:00:00 PM,65.374,11.916,,,,,
247,07/19/2023 06:00:00 PM,65.299,11.722,,,,,
248,07/19/2023 07:00:00 PM,65.301,11.334,,,,,
249,07/19/2023 08:00:00 PM,65.295,10.846,,,,,
250,07/19/2023 09:00:00 PM,65.312,10.259,,,,,
251,07/19/2023 10:00:00 PM,65.305,9.768,,,,,
252,07/19/2023 11:00:00 PM,65.313,9.472,,,,,
253,07/20/2023 12:00:00 AM,65.318,9.275,,,,,
254,07/20/2023 01:00:00 AM,65.333,9.077,,,,,
255,07/20/2023 02:00:00 AM,65.268,8.879,,,,,
256,07/20/2023 03:00:00 AM,65.23,8.382,,,,,
257,07/20/2023 04:00:00 AM,65.2,8.382,,,,,
258,07/20/2023 05:00:00 AM,65.2,8.382,,,,,
259,07/20/2023 06:00:00 AM,65.22,7.983,,,,,
260,07/20/2023 07:00:00 AM,65.228,8.082,,,,,
261,07/20/2023 08:00:00 AM,65.267,7.682,,,,,
262,07/20/2023 09:00:00 AM,65.317,7.682,,,,,
263,07/20/2023 10:00:00 AM,65.418,7.179,,,,,
264,07/20/2023 11:00:00 AM,65.46,6.573,,,,,
265,07/20/2023 12:00:00 PM,65.47,6.573,,,,,
266,07/20/2023 01:00:00 PM,65.45,6.573,,,,,
267,07/20/2023 02:00:00 PM,65.462,6.978,,,,,
268,07/20/2023 03:00:00 PM,65.478,7.179,,,,,
269,07/20/2023 04:00:00 PM,65.463,7.381,,,,,
270,07/20/2023 05:00:00 PM,65.472,6.978,,,,,
271,07/20/2023 06:00:00 PM,65.44,6.573,,,,,
272,07/20/2023 07:00:00 PM,65.452,6.471,,,,,
273,07/20/2023 08:00:00 PM,65.502,5.962,,,,,
274,07/20/2023 09:00:00 PM,65.474,5.86,,,,,
275,07/20/2023 10:00:00 PM,65.476,5.757,,,,,
276,07/20/2023 11:00:00 PM,65.458,5.655,,,,,
277,07/21/2023 12:00:00 AM,65.475,5.244,,,,,
278,07/21/2023 01:00:00 AM,65.412,4.831,,,,,
279,07/21/2023 02:00:00 AM,65.31,4.934,,,,,
280,07/21/2023 03:00:00 AM,65.311,4.207,,,,,
281,07/21/2023 04:00:00 AM,65.249,4.415,,,,,
282,07/21/2023 05:00:00 AM,65.277,4.519,,,,,
283,07/21/2023 06:00:00 AM,65.305,4.623,,,,,
284,07/21/2023 07:00:00 AM,65.337,4.519,,,,,
285,07/21/2023 08:00:00 AM,65.35,4.311,,,,,
286,07/21/2023 09:00:00 AM,65.318,4.415,,,,,
287,07/21/2023 10:00:00 AM,65.322,4.831,,,,,
288,07/21/2023 11:00:00 AM,65.336,5.757,,,,,
289,07/21/2023 12:00:00 PM,65.388,5.655,,,,,
290,07/21/2023 01:00:00 PM,65.441,5.45,,,,,
291,07/21/2023 02:00:00 PM,65.403,7.381,,,,,
292,07/21/2023 03:00:00 PM,65.391,8.779,,,,,
293,07/21/2023 04:00:00 PM,65.353,9.472,,,,,
294,07/21/2023 05:00:00 PM,65.357,10.063,,,,,
295,07/21/2023 06:00:00 PM,65.334,10.553,,,,,
296,07/21/2023 07:00:00 PM,65.349,10.357,,,,,
297,07/21/2023 08:00:00 PM,65.398,9.275,,,,,
298,07/21/2023 09:00:00 PM,65.423,8.68,,,,,
299,07/21/2023 10:00:00 PM,65.468,8.082,,,,,
300,07/21/2023 11:00:00 PM,65.469,7.582,,,,,
301,07/22/2023 12:00:00 AM,65.456,7.28,,,,,
302,07/22/2023 01:00:00 AM,65.436,7.28,,,,,
303,07/22/2023 02:00:00 AM,65.408,7.179,,,,,
304,07/22/2023 03:00:00 AM,65.36,6.573,,,,,
305,07/22/2023 04:00:00 AM,65.36,6.064,,,,,
306,07/22/2023 05:00:00 AM,65.366,5.757,,,,,
307,07/22/2023 06:00:00 AM,65.363,5.347,,,,,
308,07/22/2023 07:00:00 AM,65.353,5.347,,,,,
309,07/22/2023 08:00:00 AM,65.378,5.655,,,,,
310,07/22/2023 09:00:00 AM,65.384,6.37,,,,,
311,07/22/2023 10:00:00 AM,65.391,7.481,,,,,
312,07/22/2023 11:00:00 AM,65.396,8.978,,,,,
313,07/22/2023 12:00:00 PM,65.389,10.357,,,,,
314,07/22/2023 01:00:00 PM,65.381,10.651,,,,,
315,07/22/2023 02:00:00 PM,65.346,12.497,,,,,
316,07/22/2023 03:00:00 PM,65.307,13.076,,,,,
317,07/22/2023 04:00:00 PM,65.386,11.528,,,,,
318,07/22/2023 05:00:00 PM,65.412,10.259,,,,,
319,07/22/2023 06:00:00 PM,65.395,10.161,,,,,
320,07/22/2023 07:00:00 PM,65.401,10.651,,,,,
321,07/22/2023 08:00:00 PM,65.428,10.063,,,,,
322,07/22/2023 09:00:00 PM,65.468,9.669,,,,,
323,07/22/2023 10:00:00 PM,65.481,8.779,,,,,
324,07/22/2023 11:00:00 PM,65.428,8.481,,,,,
325,07/23/2023 12:00:00 AM,65.405,8.182,,,,,
326,07/23/2023 01:00:00 AM,65.374,7.782,,,,,
327,07/23/2023 02:00:00 AM,65.328,7.179,,,,,
328,07/23/2023 03:00:00 AM,65.298,6.674,,,,,
329,07/23/2023 04:00:00 AM,65.27,6.573,,,,,
330,07/23/2023 05:00:00 AM,65.268,6.166,,,,,
331,07/23/2023 06:00:00 AM,65.268,6.166,,,,,
332,07/23/2023 07:00:00 AM,65.284,5.86,,,,,
333,07/23/2023 08:00:00 AM,65.294,6.37,,,,,
334,07/23/2023 09:00:00 AM,65.313,7.381,,,,,
335,07/23/2023 10:00:00 AM,65.32,8.382,,,,,
336,07/23/2023 11:00:00 AM,65.311,9.571,,,,,
337,07/23/2023 12:00:00 PM,65.295,10.846,,,,,
338,07/23/2023 01:00:00 PM,65.271,12.304,,,,,
339,07/23/2023 02:00:00 PM,65.243,12.883,,,,,
340,07/23/2023 03:00:00 PM,65.2,12.98,,,,,
341,07/23/2023 04:00:00 PM,65.234,13.461,,,,,
342,07/23/2023 05:00:00 PM,65.237,13.076,,,,,
343,07/23/2023 06:00:00 PM,65.269,12.69,,,,,
344,07/23/2023 07:00:00 PM,65.281,12.304,,,,,
345,07/23/2023 08:00:00 PM,65.297,11.819,,,,,
346,07/23/2023 09:00:00 PM,65.254,11.236,,,,,
347,07/23/2023 10:00:00 PM,65.281,10.651,,,,,
348,07/23/2023 11:00:00 PM,65.263,9.866,,,,,
349,07/24/2023 12:00:00 AM,65.278,9.275,,,,,
350,07/24/2023 01:00:00 AM,65.306,8.978,,,,,
351,07/24/2023 02:00:00 AM,65.19,8.382,,,,,
352,07/24/2023 03:00:00 AM,65.187,7.682,,,,,
353,07/24/2023 04:00:00 AM,65.134,6.877,,,,,
354,07/24/2023 05:00:00 AM,65.103,6.471,,,,,
355,07/24/2023 06:00:00 AM,65.121,6.064,,,,,
356,07/24/2023 07:00:00 AM,65.121,6.064,,,,,
357,07/24/2023 08:00:00 AM,65.151,6.573,,,,,
358,07/24/2023 09:00:00 AM,65.121,7.481,,,,,
359,07/24/2023 10:00:00 AM,65.131,8.779,,,,,
360,07/24/2023 11:00:00 AM,65.123,10.553,,,,,
361,07/24/2023 12:00:00 PM,65.125,11.528,,,,,
362,07/24/2023 01:00:00 PM,65.115,12.497,,,,,
363,07/24/2023 02:00:00 PM,65.08,13.846,,,,,
364,07/24/2023 03:00:00 PM,65.067,14.804,,,,,
365,07/24/2023 04:00:00 PM,65.053,14.9,,,,,
366,07/24/2023 05:00:00 PM,65.054,14.613,,,,,
367,07/24/2023 06:00:00 PM,65.047,14.23,,,,,
368,07/24/2023 07:00:00 PM,65.064,14.613,,,,,
369,07/24/2023 08:00:00 PM,65.107,13.942,,,,,
370,07/24/2023 09:00:00 PM,65.143,11.916,,,,,
371,07/24/2023 10:00:00 PM,65.202,10.259,,,,,
372,07/24/2023 11:00:00 PM,65.15,9.571,,,,,
373,07/25/2023 12:00:00 AM,65.125,9.768,,,,,
374,07/25/2023 01:00:00 AM,65.091,9.176,,,,,
375,07/25/2023 02:00:00 AM,65.066,8.978,,,,,
376,07/25/2023 03:00:00 AM,65.04,8.382,,,,,
377,07/25/2023 04:00:00 AM,65.042,7.882,,,,,
378,07/25/2023 05:00:00 AM,65.029,7.582,,,,,
379,07/25/2023 06:00:00 AM,65.036,7.28,,,,,
380,07/25/2023 07:00:00 AM,65.086,7.28,,,,,
381,07/25/2023 08:00:00 AM,65.088,8.082,,,,,
382,07/25/2023 09:00:00 AM,65.113,8.68,,,,,
383,07/25/2023 10:00:00 AM,65.13,9.571,,,,,
384,07/25/2023 11:00:00 AM,65.129,10.357,,,,,
385,07/25/2023 12:00:00 PM,65.132,10.944,,,,,
386,07/25/2023 01:00:00 PM,65.152,10.259,,,,,
387,07/25/2023 02:00:00 PM,65.138,11.431,,,,,
388,07/25/2023 03:00:00 PM,65.14,12.013,,,,,
389,07/25/2023 04:00:00 PM,65.174,12.207,,,,,
390,07/25/2023 05:00:00 PM,65.119,12.98,,,,,
391,07/25/2023 06:00:00 PM,65.207,12.11,,,,,
392,07/25/2023 07:00:00 PM,65.21,9.571,,,,,
393,07/25/2023 08:00:00 PM,65.205,9.768,,,,,
394,07/25/2023 09:00:00 PM,65.233,9.472,,,,,
395,07/25/2023 10:00:00 PM,65.233,8.68,,,,,
396,07/25/2023 11:00:00 PM,65.225,8.182,,,,,
397,07/26/2023 12:00:00 AM,65.22,7.983,,,,,
398,07/26/2023 01:00:00 AM,65.197,7.682,,,,,
399,07/26/2023 02:00:00 AM,65.154,7.381,,,,,
400,07/26/2023 03:00:00 AM,65.134,6.877,,,,,
401,07/26/2023 04:00:00 AM,65.103,6.471,,,,,
402,07/26/2023 05:00:00 AM,65.111,6.064,,,,,
403,07/26/2023 06:00:00 AM,65.134,5.86,,,,,
404,07/26/2023 07:00:00 AM,65.148,5.655,,,,,
405,07/26/2023 08:00:00 AM,65.199,6.166,,,,,
406,07/26/2023 09:00:00 AM,65.21,7.079,,,,,
407,07/26/2023 10:00:00 AM,65.218,8.481,,,,,
408,07/26/2023 11:00:00 AM,65.228,9.669,,,,,
409,07/26/2023 12:00:00 PM,65.234,10.553,,,,,
410,07/26/2023 01:00:00 PM,65.231,12.304,,,,,
411,07/26/2023 02:00:00 PM,65.234,13.461,,,,,
412,07/26/2023 03:00:00 PM,65.194,13.75,,,,,
413,07/26/2023 04:00:00 PM,65.161,14.996,,,,,
414,07/26/2023 05:00:00 PM,65.104,14.325,,,,,
415,07/26/2023 06:00:00 PM,65.222,11.625,,,,,
416,07/26/2023 07:00:00 PM,65.28,9.965,,,,,
417,07/26/2023 08:00:00 PM,65.246,9.373,,,,,
418,07/26/2023 09:00:00 PM,65.273,9.077,,,,,
419,07/26/2023 10:00:00 PM,65.283,8.68,,,,,
420,07/26/2023 11:00:00 PM,65.248,8.481,,,,,
421,07/27/2023 12:00:00 AM,65.24,8.382,,,,,
422,07/27/2023 01:00:00 AM,65.233,8.282,,,,,
423,07/27/2023 02:00:00 AM,65.19,7.983,,,,,
424,07/27/2023 03:00:00 AM,65.202,7.882,,,,,
425,07/27/2023 04:00:00 AM,65.162,7.882,,,,,
426,07/27/2023 05:00:00 AM,65.165,7.782,,,,,
427,07/27/2023 06:00:00 AM,65.151,7.481,,,,,
428,07/27/2023 07:00:00 AM,65.129,7.582,,,,,
429,07/27/2023 08:00:00 AM,65.147,7.682,,,,,
430,07/27/2023 09:00:00 AM,65.16,8.382,,,,,
431,07/27/2023 10:00:00 AM,65.148,9.275,,,,,
432,07/27/2023 11:00:00 AM,65.13,9.965,,,,,
433,07/27/2023 12:00:00 PM,65.075,10.846,,,,,
434,07/27/2023 01:00:00 PM,65.085,11.528,,,,,
435,07/27/2023 02:00:00 PM,65.047,12.11,,,,,
436,07/27/2023 03:00:00 PM,65.092,10.944,,,,,
437,07/27/2023 04:00:00 PM,65.132,9.866,,,,,
438,07/27/2023 05:00:00 PM,65.02,9.965,,,,,
439,07/27/2023 06:00:00 PM,65.006,10.455,,,,,
440,07/27/2023 07:00:00 PM,65.078,9.669,,,,,
441,07/27/2023 08:00:00 PM,65.056,8.978,,,,,
442,07/27/2023 09:00:00 PM,65.06,8.382,,,,,
443,07/27/2023 10:00:00 PM,65.09,8.382,,,,,
444,07/27/2023 11:00:00 PM,65.05,7.983,,,,,
445,07/28/2023 12:00:00 AM,65.027,7.682,,,,,
446,07/28/2023 01:00:00 AM,64.998,7.179,,,,,
447,07/28/2023 02:00:00 AM,64.927,6.775,,,,,
448,07/28/2023 03:00:00 AM,64.913,6.471,,,,,
449,07/28/2023 04:00:00 AM,64.845,6.37,,,,,
450,07/28/2023 05:00:00 AM,64.845,5.86,,,,,
451,07/28/2023 06:00:00 AM,64.819,5.655,,,,,
452,07/28/2023 07:00:00 AM,64.822,5.45,,,,,
453,07/28/2023 08:00:00 AM,64.835,5.86,,,,,
454,07/28/2023 09:00:00 AM,64.843,6.471,,,,,
455,07/28/2023 10:00:00 AM,64.849,7.582,,,,,
456,07/28/2023 11:00:00 AM,64.86,8.382,,,,,
457,07/28/2023 12:00:00 PM,64.868,9.275,,,,,
458,07/28/2023 01:00:00 PM,64.853,8.68,,,,,
459,07/28/2023 02:00:00 PM,64.841,8.779,,,,,
460,07/28/2023 03:00:00 PM,64.829,9.965,,,,,
461,07/28/2023 04:00:00 PM,64.828,10.357,,,,,
462,07/28/2023 05:00:00 PM,64.829,9.965,,,,,
463,07/28/2023 06:00:00 PM,64.833,11.236,,,,,
464,07/28/2023 07:00:00 PM,64.854,11.528,,,,,
465,07/28/2023 08:00:00 PM,64.879,10.357,,,,,
466,07/28/2023 09:00:00 PM,64.865,9.373,,,,,
467,07/28/2023 10:00:00 PM,64.846,8.581,,,,,
468,07/28/2023 11:00:00 PM,64.792,7.882,,,,,
469,07/29/2023 12:00:00 AM,64.799,7.582,,,,,
470,07/29/2023 01:00:00 AM,64.773,6.978,,,,,
471,07/29/2023 02:00:00 AM,64.751,6.573,,,,,
472,07/29/2023 03:00:00 AM,64.747,6.268,,,,,
473,07/29/2023 04:00:00 AM,64.705,5.86,,,,,
474,07/29/2023 05:00:00 AM,64.695,5.347,,,,,
475,07/29/2023 06:00:00 AM,64.72,5.037,,,,,
476,07/29/2023 07:00:00 AM,64.72,5.037,,,,,
477,07/29/2023 08:00:00 AM,64.744,5.347,,,,,
478,07/29/2023 09:00:00 AM,64.791,6.064,,,,,
479,07/29/2023 10:00:00 AM,64.808,7.179,,,,,
480,07/29/2023 11:00:00 AM,64.823,8.282,,,,,
481,07/29/2023 12:00:00 PM,64.81,9.571,,,,,
482,07/29/2023 01:00:00 PM,64.796,10.455,,,,,
483,07/29/2023 02:00:00 PM,64.804,11.528,,,,,
484,07/29/2023 03:00:00 PM,64.79,12.304,,,,,
485,07/29/2023 04:00:00 PM,64.798,12.69,,,,,
486,07/29/2023 05:00:00 PM,64.792,13.461,,,,,
487,07/29/2023 06:00:00 PM,64.786,14.23,,,,,
488,07/29/2023 07:00:00 PM,64.826,14.23,,,,,
489,07/29/2023 08:00:00 PM,64.882,12.883,,,,,
490,07/29/2023 09:00:00 PM,64.887,11.431,,,,,
491,07/29/2023 10:00:00 PM,64.909,10.357,,,,,
492,07/29/2023 11:00:00 PM,64.9,9.571,,,,,
493,07/30/2023 12:00:00 AM,64.906,8.978,,,,,
494,07/30/2023 01:00:00 AM,64.89,8.382,,,,,
495,07/30/2023 02:00:00 AM,64.87,7.983,,,,,
496,07/30/2023 03:00:00 AM,64.851,7.481,,,,,
497,07/30/2023 04:00:00 AM,64.852,6.978,,,,,
498,07/30/2023 05:00:00 AM,64.839,6.674,,,,,
499,07/30/2023 06:00:00 AM,64.849,6.166,,,,,
500,07/30/2023 07:00:00 AM,64.861,6.064,,,,,
501,07/30/2023 08:00:00 AM,64.887,6.268,,,,,
502,07/30/2023 09:00:00 AM,64.912,6.978,,,,,
503,07/30/2023 10:00:00 AM,64.913,8.282,,,,,
504,07/30/2023 11:00:00 AM,64.928,9.669,,,,,
505,07/30/2023 12:00:00 PM,64.939,11.041,,,,,
506,07/30/2023 01:00:00 PM,64.927,12.401,,,,,
507,07/30/2023 02:00:00 PM,64.885,13.076,,,,,
508,07/30/2023 03:00:00 PM,64.836,13.654,,,,,
509,07/30/2023 04:00:00 PM,64.836,14.23,,,,,
510,07/30/2023 05:00:00 PM,64.899,13.269,,,,,
511,07/30/2023 06:00:00 PM,64.926,12.11,,,,,
512,07/30/2023 07:00:00 PM,65.002,11.625,,,,,
513,07/30/2023 08:00:00 PM,65.025,10.846,,,,,
514,07/30/2023 09:00:00 PM,65.074,10.161,,,,,
515,07/30/2023 10:00:00 PM,65.07,9.571,,,,,
516,07/30/2023 11:00:00 PM,65.016,8.978,,,,,
517,07/31/2023 12:00:00 AM,65.015,8.182,,,,,
518,07/31/2023 01:00:00 AM,64.998,8.082,,,,,
519,07/31/2023 02:00:00 AM,64.934,7.381,,,,,
520,07/31/2023 03:00:00 AM,64.939,7.582,,,,,
521,07/31/2023 04:00:00 AM,64.9,7.079,,,,,
522,07/31/2023 05:00:00 AM,64.913,6.471,,,,,
523,07/31/2023 06:00:00 AM,64.927,6.268,,,,,
524,07/31/2023 07:00:00 AM,64.931,6.064,,,,,
525,07/31/2023 08:00:00 AM,64.943,6.471,,,,,
526,07/31/2023 09:00:00 AM,64.978,7.179,,,,,
527,07/31/2023 10:00:00 AM,64.995,8.182,,,,,
528,07/31/2023 11:00:00 AM,65.005,9.768,,,,,
529,07/31/2023 12:00:00 PM,65.003,10.553,,,,,
530,07/31/2023 01:00:00 PM,65.003,11.236,,,,,
