"Plot Title: 10778182"
"#","Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 10778182, SEN S/N: 10778182)","Temp, °C (LGR S/N: 10778182, SEN S/N: 10778182)","Coupler Detached (LGR S/N: 10778182)","End Of File (LGR S/N: 10778182)"
316,08/07/2019 03:00:00 AM,92.191,22.812,,
317,08/07/2019 04:00:00 AM,92.222,22.812,,
318,08/07/2019 05:00:00 AM,92.211,22.812,,
319,08/07/2019 06:00:00 AM,92.191,22.812,,
320,08/07/2019 07:00:00 AM,92.170,22.812,,
321,08/07/2019 08:00:00 AM,92.150,22.812,,
322,08/07/2019 09:00:00 AM,92.139,22.812,,
323,08/07/2019 10:00:00 AM,92.150,22.812,,
324,08/07/2019 11:00:00 AM,92.129,22.812,,
325,08/07/2019 12:00:00 PM,92.108,22.812,,
326,08/07/2019 01:00:00 PM,92.088,22.812,,
327,08/07/2019 02:00:00 PM,92.108,22.812,,
328,08/07/2019 03:00:00 PM,92.098,22.812,,
329,08/07/2019 04:00:00 PM,92.108,22.812,,
330,08/07/2019 05:00:00 PM,92.139,22.812,,
331,08/07/2019 06:00:00 PM,92.139,22.812,,
332,08/07/2019 07:00:00 PM,92.098,22.812,,
333,08/07/2019 08:00:00 PM,92.067,22.812,,
334,08/07/2019 09:00:00 PM,92.026,22.812,,
335,08/07/2019 10:00:00 PM,91.985,22.812,,
336,08/07/2019 11:00:00 PM,91.974,22.812,,
337,08/08/2019 12:00:00 AM,91.974,22.812,,
338,08/08/2019 01:00:00 AM,92.005,22.812,,
339,08/08/2019 02:00:00 AM,92.026,22.812,,
340,08/08/2019 03:00:00 AM,92.057,22.812,,
341,08/08/2019 04:00:00 AM,92.067,22.812,,
342,08/08/2019 05:00:00 AM,92.016,22.812,,
343,08/08/2019 06:00:00 AM,91.974,22.812,,
344,08/08/2019 07:00:00 AM,91.954,22.812,,
345,08/08/2019 08:00:00 AM,91.902,22.812,,
346,08/08/2019 09:00:00 AM,91.882,22.812,,
347,08/08/2019 10:00:00 AM,91.851,22.812,,
348,08/08/2019 11:00:00 AM,91.830,22.812,,
349,08/08/2019 12:00:00 PM,91.799,22.812,,
350,08/08/2019 01:00:00 PM,91.799,22.812,,
351,08/08/2019 02:00:00 PM,91.778,22.812,,
352,08/08/2019 03:00:00 PM,91.789,22.812,,
353,08/08/2019 04:00:00 PM,91.820,22.812,,
354,08/08/2019 05:00:00 PM,91.851,22.812,,
355,08/08/2019 06:00:00 PM,91.902,22.812,,
356,08/08/2019 07:00:00 PM,91.946,22.908,,
357,08/08/2019 08:00:00 PM,91.977,22.908,,
358,08/08/2019 09:00:00 PM,91.998,22.908,,
359,08/08/2019 10:00:00 PM,92.090,22.908,,
360,08/08/2019 11:00:00 PM,92.098,22.812,,
361,08/09/2019 12:00:00 AM,92.152,22.908,,
362,08/09/2019 01:00:00 AM,92.286,22.908,,
363,08/09/2019 02:00:00 AM,92.379,22.908,,
364,08/09/2019 03:00:00 AM,92.428,22.812,,
365,08/09/2019 04:00:00 AM,92.438,22.812,,
366,08/09/2019 05:00:00 AM,92.479,22.812,,
367,08/09/2019 06:00:00 AM,92.469,22.812,,
368,08/09/2019 07:00:00 AM,92.459,22.812,,
369,08/09/2019 08:00:00 AM,92.438,22.812,,
370,08/09/2019 09:00:00 AM,92.469,22.812,,
371,08/09/2019 10:00:00 AM,92.469,22.812,,
372,08/09/2019 11:00:00 AM,92.459,22.812,,
373,08/09/2019 12:00:00 PM,92.438,22.812,,
374,08/09/2019 01:00:00 PM,92.449,22.812,,
375,08/09/2019 02:00:00 PM,92.469,22.812,,
376,08/09/2019 03:00:00 PM,92.469,22.812,,
377,08/09/2019 04:00:00 PM,92.490,22.812,,
378,08/09/2019 05:00:00 PM,92.552,22.812,,
379,08/09/2019 06:00:00 PM,92.616,22.908,,
380,08/09/2019 07:00:00 PM,92.675,22.812,,
381,08/09/2019 08:00:00 PM,92.717,22.812,,
382,08/09/2019 09:00:00 PM,92.737,22.812,,
383,08/09/2019 10:00:00 PM,92.747,22.812,,
384,08/09/2019 11:00:00 PM,92.737,22.812,,
385,08/10/2019 12:00:00 AM,92.758,22.812,,
386,08/10/2019 01:00:00 AM,92.820,22.812,,
387,08/10/2019 02:00:00 AM,92.871,22.812,,
388,08/10/2019 03:00:00 AM,92.902,22.812,,
389,08/10/2019 04:00:00 AM,92.912,22.812,,
390,08/10/2019 05:00:00 AM,92.923,22.812,,
391,08/10/2019 06:00:00 AM,92.899,22.717,,
392,08/10/2019 07:00:00 AM,92.869,22.717,,
393,08/10/2019 08:00:00 AM,92.827,22.717,,
394,08/10/2019 09:00:00 AM,92.786,22.717,,
395,08/10/2019 10:00:00 AM,92.724,22.717,,
396,08/10/2019 11:00:00 AM,92.652,22.717,,
397,08/10/2019 12:00:00 PM,92.590,22.717,,
398,08/10/2019 01:00:00 PM,92.539,22.717,,
399,08/10/2019 02:00:00 PM,92.508,22.717,,
400,08/10/2019 03:00:00 PM,92.487,22.717,,
401,08/10/2019 04:00:00 PM,92.487,22.717,,
402,08/10/2019 05:00:00 PM,92.487,22.717,,
403,08/10/2019 06:00:00 PM,92.446,22.717,,
404,08/10/2019 07:00:00 PM,92.405,22.717,,
405,08/10/2019 08:00:00 PM,92.363,22.717,,
406,08/10/2019 09:00:00 PM,92.312,22.717,,
407,08/10/2019 10:00:00 PM,92.219,22.717,,
408,08/10/2019 11:00:00 PM,92.157,22.717,,
409,08/11/2019 12:00:00 AM,92.095,22.717,,
410,08/11/2019 01:00:00 AM,92.095,22.717,,
411,08/11/2019 02:00:00 AM,92.064,22.717,,
412,08/11/2019 03:00:00 AM,92.034,22.717,,
413,08/11/2019 04:00:00 AM,92.051,22.621,,
414,08/11/2019 05:00:00 AM,92.010,22.621,,
415,08/11/2019 06:00:00 AM,91.959,22.621,,
416,08/11/2019 07:00:00 AM,91.948,22.621,,
417,08/11/2019 08:00:00 AM,91.928,22.621,,
418,08/11/2019 09:00:00 AM,91.876,22.621,,
419,08/11/2019 10:00:00 AM,91.876,22.621,,
420,08/11/2019 11:00:00 AM,91.835,22.621,,
421,08/11/2019 12:00:00 PM,91.827,22.717,,
422,08/11/2019 01:00:00 PM,91.827,22.717,,
423,08/11/2019 02:00:00 PM,91.817,22.717,,
424,08/11/2019 03:00:00 PM,91.796,22.717,,
425,08/11/2019 04:00:00 PM,91.817,22.717,,
426,08/11/2019 05:00:00 PM,91.848,22.717,,
427,08/11/2019 06:00:00 PM,91.858,22.717,,
428,08/11/2019 07:00:00 PM,91.838,22.717,,
429,08/11/2019 08:00:00 PM,91.796,22.717,,
430,08/11/2019 09:00:00 PM,91.786,22.717,,
431,08/11/2019 10:00:00 PM,91.776,22.717,,
432,08/11/2019 11:00:00 PM,91.765,22.717,,
433,08/12/2019 12:00:00 AM,91.765,22.717,,
434,08/12/2019 01:00:00 AM,91.807,22.717,,
435,08/12/2019 02:00:00 AM,91.835,22.621,,
436,08/12/2019 03:00:00 AM,91.917,22.621,,
437,08/12/2019 04:00:00 AM,91.928,22.621,,
438,08/12/2019 05:00:00 AM,91.938,22.621,,
439,08/12/2019 06:00:00 AM,91.969,22.621,,
440,08/12/2019 07:00:00 AM,91.990,22.621,,
441,08/12/2019 08:00:00 AM,92.000,22.621,,
442,08/12/2019 09:00:00 AM,92.013,22.717,,
443,08/12/2019 10:00:00 AM,91.982,22.717,,
444,08/12/2019 11:00:00 AM,91.972,22.717,,
445,08/12/2019 12:00:00 PM,91.951,22.717,,
446,08/12/2019 01:00:00 PM,91.972,22.717,,
447,08/12/2019 02:00:00 PM,91.982,22.717,,
448,08/12/2019 03:00:00 PM,92.023,22.717,,
449,08/12/2019 04:00:00 PM,92.095,22.717,,
450,08/12/2019 05:00:00 PM,92.126,22.717,,
451,08/12/2019 06:00:00 PM,92.147,22.717,,
452,08/12/2019 07:00:00 PM,92.229,22.717,,
453,08/12/2019 08:00:00 PM,92.229,22.717,,
454,08/12/2019 09:00:00 PM,92.229,22.717,,
455,08/12/2019 10:00:00 PM,92.178,22.717,,
456,08/12/2019 11:00:00 PM,92.147,22.717,,
457,08/13/2019 12:00:00 AM,92.126,22.717,,
458,08/13/2019 01:00:00 AM,92.126,22.717,,
459,08/13/2019 02:00:00 AM,92.144,22.621,,
460,08/13/2019 03:00:00 AM,92.155,22.621,,
461,08/13/2019 04:00:00 AM,92.124,22.621,,
462,08/13/2019 05:00:00 AM,92.124,22.621,,
463,08/13/2019 06:00:00 AM,92.134,22.621,,
464,08/13/2019 07:00:00 AM,92.144,22.621,,
465,08/13/2019 08:00:00 AM,92.134,22.621,,
466,08/13/2019 09:00:00 AM,92.124,22.621,,
467,08/13/2019 10:00:00 AM,92.103,22.621,,
468,08/13/2019 11:00:00 AM,92.113,22.621,,
469,08/13/2019 12:00:00 PM,92.072,22.621,,
470,08/13/2019 01:00:00 PM,92.072,22.621,,
471,08/13/2019 02:00:00 PM,92.082,22.621,,
472,08/13/2019 03:00:00 PM,92.113,22.621,,
473,08/13/2019 04:00:00 PM,92.147,22.717,,
474,08/13/2019 05:00:00 PM,92.206,22.621,,
475,08/13/2019 06:00:00 PM,92.247,22.621,,
476,08/13/2019 07:00:00 PM,92.237,22.621,,
477,08/13/2019 08:00:00 PM,92.268,22.621,,
478,08/13/2019 09:00:00 PM,92.278,22.621,,
479,08/13/2019 10:00:00 PM,92.278,22.621,,
480,08/13/2019 11:00:00 PM,92.278,22.621,,
481,08/14/2019 12:00:00 AM,92.299,22.621,,
482,08/14/2019 01:00:00 AM,92.289,22.621,,
483,08/14/2019 02:00:00 AM,92.330,22.621,,
484,08/14/2019 03:00:00 AM,92.361,22.621,,
485,08/14/2019 04:00:00 AM,92.350,22.621,,
486,08/14/2019 05:00:00 AM,92.361,22.621,,
487,08/14/2019 06:00:00 AM,92.350,22.621,,
488,08/14/2019 07:00:00 AM,92.320,22.621,,
489,08/14/2019 08:00:00 AM,92.289,22.621,,
490,08/14/2019 09:00:00 AM,92.237,22.621,,
